mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex
332-128985-0004_446-123501-0026_7635-105409-0001_233-155990-0016,332.0,M,446.0,M,7635.0,F,233.0,M
4397-15668-0008_1235-135883-0018_5703-47212-0027_254-127705-0016,4397.0,M,1235.0,M,5703.0,M,254.0,M
8312-279790-0037_7302-86814-0023_7517-100429-0022_8609-262281-0032,8312.0,F,7302.0,F,7517.0,F,8609.0,M
1034-121119-0072_6064-300880-0017_4088-158077-0056_6181-216552-0090,1034.0,M,6064.0,F,4088.0,F,6181.0,M
8123-275209-0003_196-122150-0018_2843-152918-0072_307-127539-0004,8123.0,F,196.0,M,2843.0,M,307.0,M
1455-134435-0057_8063-274112-0016_5750-100289-0019_8014-112586-0004,1455.0,M,8063.0,M,5750.0,M,8014.0,F
4160-14187-0006_3879-174923-0038_1594-135914-0043_2952-407-0016,4160.0,F,3879.0,F,1594.0,M,2952.0,M
19-198-0033_5463-39174-0032_7780-274562-0045_2002-139469-0102,19.0,F,5463.0,M,7780.0,F,2002.0,M
8123-275209-0004_3664-178366-0024_226-122538-0010_4680-16026-0015,8123.0,F,3664.0,M,226.0,F,4680.0,F
8238-283452-0000_40-222-0055_4397-15668-0039_7635-105409-0050,8238.0,F,40.0,F,4397.0,M,7635.0,F
1447-130550-0030_3526-176651-0007_3259-158083-0076_5867-48852-0029,1447.0,F,3526.0,F,3259.0,F,5867.0,F
4014-186175-0000_83-11691-0021_6078-54007-0027_458-126305-0000,4014.0,M,83.0,F,6078.0,F,458.0,M
7800-283492-0018_8419-293473-0011_1502-122615-0022_1455-138263-0002,7800.0,F,8419.0,M,1502.0,F,1455.0,M
6209-34600-0025_7447-91187-0020_83-11691-0009_911-130578-0000,6209.0,M,7447.0,M,83.0,F,911.0,M
3436-172171-0024_1970-26100-0026_4018-107312-0012_1081-125237-0020,3436.0,M,1970.0,F,4018.0,M,1081.0,M
2893-139322-0001_412-126975-0089_6836-76549-0023_5339-14133-0028,2893.0,M,412.0,M,6836.0,M,5339.0,F
4680-16026-0007_6367-65536-0068_458-126305-0016_7178-34645-0029,4680.0,F,6367.0,M,458.0,M,7178.0,F
1363-135842-0051_1088-134315-0011_198-126831-0038_1578-6379-0025,1363.0,F,1088.0,F,198.0,F,1578.0,F
4340-15220-0038_7780-274562-0014_4137-11702-0001_83-3054-0000,4340.0,F,7780.0,F,4137.0,F,83.0,F
8629-261139-0064_587-54108-0041_8312-279790-0012_118-124588-0010,8629.0,M,587.0,F,8312.0,F,118.0,M
7067-76047-0045_1970-28415-0007_6181-216552-0024_226-122538-0023,7067.0,M,1970.0,F,6181.0,M,226.0,F
669-129061-0041_405-130894-0032_8226-274369-0051_1970-28415-0027,669.0,F,405.0,M,8226.0,M,1970.0,F
6181-216552-0091_3259-158083-0092_7517-100429-0019_587-41619-0004,6181.0,M,3259.0,F,7517.0,F,587.0,F
198-126831-0040_4160-14187-0014_1334-135589-0076_7148-59157-0026,198.0,F,4160.0,F,1334.0,M,7148.0,F
1743-142914-0017_289-121665-0024_8609-262281-0008_6181-216552-0080,1743.0,M,289.0,F,8609.0,M,6181.0,M
8123-275209-0034_1069-133709-0000_2002-139469-0097_27-124992-0002,8123.0,F,1069.0,F,2002.0,M,27.0,M
2989-138028-0058_2952-410-0041_4788-294466-0030_4397-15678-0019,2989.0,F,2952.0,M,4788.0,M,4397.0,M
87-121553-0067_730-358-0029_5393-19218-0017_7800-283492-0022,87.0,F,730.0,F,5393.0,F,7800.0,F
2893-139310-0031_3723-171115-0002_4406-16882-0053_2416-152137-0018,2893.0,M,3723.0,M,4406.0,M,2416.0,F
831-130746-0021_4297-13006-0042_8629-261140-0045_5390-30102-0027,831.0,M,4297.0,F,8629.0,M,5390.0,M
5867-48852-0111_6000-55211-0022_8312-279790-0001_441-128982-0033,5867.0,F,6000.0,F,8312.0,F,441.0,F
5393-19219-0030_6925-80680-0076_1098-133695-0003_2436-2481-0026,5393.0,F,6925.0,M,1098.0,F,2436.0,M
8063-274112-0017_32-21634-0009_1743-142914-0012_254-12312-0015,8063.0,M,32.0,F,1743.0,M,254.0,M
374-180298-0008_6064-56165-0005_8629-261139-0056_7078-271888-0104,374.0,M,6064.0,F,8629.0,M,7078.0,F
201-127786-0053_8324-286682-0019_6836-61804-0024_4051-11218-0013,201.0,M,8324.0,F,6836.0,M,4051.0,F
8088-284756-0027_2436-2481-0037_4137-11702-0041_7302-86815-0004,8088.0,M,2436.0,M,4137.0,F,7302.0,F
4859-29340-0031_1116-132847-0040_911-128684-0073_89-219-0026,4859.0,M,1116.0,F,911.0,M,89.0,F
2910-131096-0070_7302-86814-0009_1867-154071-0023_1594-135914-0027,2910.0,F,7302.0,F,1867.0,M,1594.0,M
446-123502-0014_1898-145724-0015_2002-139469-0040_8465-246942-0027,446.0,M,1898.0,F,2002.0,M,8465.0,F
8838-298545-0030_7859-102519-0031_4018-103416-0017_6437-66173-0058,8838.0,M,7859.0,F,4018.0,M,6437.0,M
4018-103416-0000_8425-287387-0018_2007-132570-0030_6531-61334-0043,4018.0,M,8425.0,M,2007.0,F,6531.0,F
302-123516-0014_1069-133709-0033_3857-182315-0037_7511-102419-0052,302.0,F,1069.0,F,3857.0,M,7511.0,F
6529-62554-0015_7113-86041-0077_1867-154071-0032_3699-175950-0014,6529.0,M,7113.0,F,1867.0,M,3699.0,M
6563-285357-0013_60-121082-0058_3526-175658-0003_8098-278278-0024,6563.0,M,60.0,M,3526.0,F,8098.0,M
7178-34645-0027_5022-29411-0012_8580-287364-0015_4441-76262-0005,7178.0,F,5022.0,F,8580.0,M,4441.0,M
5393-19218-0038_4853-29413-0019_1263-141777-0034_3168-173565-0017,5393.0,F,4853.0,F,1263.0,F,3168.0,M
3168-173564-0028_83-11691-0017_5339-14134-0023_5049-25947-0109,3168.0,M,83.0,F,5339.0,F,5049.0,M
7190-90542-0017_7264-92316-0020_1970-26100-0031_3235-28452-0021,7190.0,M,7264.0,M,1970.0,F,3235.0,F
1970-10594-0006_5339-14133-0001_8629-261139-0043_83-9960-0048,1970.0,F,5339.0,F,8629.0,M,83.0,F
4160-11549-0024_2196-170151-0029_1867-154075-0004_4051-11217-0028,4160.0,F,2196.0,F,1867.0,M,4051.0,F
6476-57446-0073_3723-171631-0056_5339-14134-0062_3830-12530-0015,6476.0,F,3723.0,M,5339.0,F,3830.0,M
8770-295463-0021_226-122538-0016_8098-278252-0013_7635-105661-0009,8770.0,M,226.0,F,8098.0,M,7635.0,F
1455-134435-0013_7367-86737-0033_6454-93938-0021_5750-100289-0011,1455.0,M,7367.0,M,6454.0,M,5750.0,M
5750-100289-0074_8580-287363-0011_3830-12531-0016_5022-29405-0033,5750.0,M,8580.0,M,3830.0,M,5022.0,F
5750-35690-0016_1363-135842-0024_8975-270782-0083_4830-25898-0014,5750.0,M,1363.0,F,8975.0,F,4830.0,M
3436-172171-0031_5322-7680-0014_2764-36619-0005_1263-141777-0009,3436.0,M,5322.0,M,2764.0,F,1263.0,F
1723-141149-0071_5703-47198-0048_7635-105409-0049_39-121915-0017,1723.0,M,5703.0,M,7635.0,F,39.0,F
3374-298026-0028_8063-274117-0024_1502-122619-0019_4813-248638-0006,3374.0,M,8063.0,M,1502.0,F,4813.0,M
5703-47198-0030_1455-134435-0066_201-127786-0013_1363-139304-0020,5703.0,M,1455.0,M,201.0,M,1363.0,F
1069-133709-0032_211-122442-0020_4137-11702-0013_233-134440-0015,1069.0,F,211.0,F,4137.0,F,233.0,M
3857-182315-0010_4297-13009-0063_5808-54425-0051_7511-102419-0037,3857.0,M,4297.0,F,5808.0,M,7511.0,F
1088-134315-0019_8609-283227-0005_1263-138246-0004_7226-86964-0008,1088.0,F,8609.0,M,1263.0,F,7226.0,M
446-123501-0014_2843-152918-0076_8580-287363-0025_3607-135982-0001,446.0,M,2843.0,M,8580.0,M,3607.0,M
3807-4955-0031_6000-55211-0036_226-122538-0011_587-54108-0009,3807.0,M,6000.0,F,226.0,F,587.0,F
8088-284756-0092_3830-12535-0008_1081-125237-0110_5561-41616-0022,8088.0,M,3830.0,M,1081.0,M,5561.0,F
1926-143879-0017_3440-171009-0009_412-126975-0048_5652-39938-0040,1926.0,F,3440.0,F,412.0,M,5652.0,F
1334-135589-0002_39-121914-0038_32-21625-0006_2817-142371-0055,1334.0,M,39.0,F,32.0,F,2817.0,F
5049-25947-0100_1040-133433-0047_198-209-0035_5688-41232-0002,5049.0,M,1040.0,M,198.0,F,5688.0,F
3436-172171-0022_27-123349-0029_2391-145015-0052_696-93314-0035,3436.0,M,27.0,M,2391.0,F,696.0,F
118-121721-0021_8051-119902-0009_4898-28461-0031_911-128684-0057,118.0,M,8051.0,F,4898.0,M,911.0,M
2911-15045-0002_7148-7763-0029_4195-17507-0044_8770-295462-0040,2911.0,M,7148.0,F,4195.0,F,8770.0,M
6529-62554-0023_1624-168623-0027_1970-28415-0022_6081-41998-0014,6529.0,M,1624.0,M,1970.0,F,6081.0,M
2196-170151-0022_8108-280359-0021_7226-86965-0024_5192-19397-0004,2196.0,F,8108.0,M,7226.0,M,5192.0,M
32-21625-0013_2518-154825-0018_3607-135982-0008_5808-54425-0025,32.0,F,2518.0,M,3607.0,M,5808.0,M
6437-66173-0021_730-359-0018_4853-27670-0014_5339-14133-0012,6437.0,M,730.0,F,4853.0,F,5339.0,F
8975-270782-0048_1098-133695-0060_7794-295947-0044_7067-76047-0043,8975.0,F,1098.0,F,7794.0,F,7067.0,M
887-123290-0000_1081-125237-0000_1594-135914-0109_3436-172162-0047,887.0,F,1081.0,M,1594.0,M,3436.0,M
1355-39947-0066_3112-9555-0033_2416-152137-0008_7148-59157-0027,1355.0,M,3112.0,F,2416.0,F,7148.0,F
4853-27671-0016_3607-135982-0044_322-124147-0048_5322-7679-0007,4853.0,F,3607.0,M,322.0,F,5322.0,M
3607-135982-0049_26-496-0009_250-142286-0009_4640-19187-0018,3607.0,M,26.0,M,250.0,F,4640.0,F
6925-80680-0033_2989-138035-0012_7505-258964-0026_7447-91187-0059,6925.0,M,2989.0,F,7505.0,M,7447.0,M
78-368-0017_6848-252322-0024_3699-47246-0004_4859-29340-0012,78.0,M,6848.0,M,3699.0,M,4859.0,M
7780-274562-0100_7078-271888-0106_87-121553-0006_1963-142393-0031,7780.0,F,7078.0,F,87.0,F,1963.0,F
2836-5354-0007_5463-39173-0055_2691-156745-0018_8095-274346-0050,2836.0,F,5463.0,M,2691.0,F,8095.0,M
1737-142397-0007_4830-25898-0039_3242-8112-0027_3168-173564-0025,1737.0,F,4830.0,M,3242.0,M,3168.0,M
2893-139310-0049_87-121553-0044_831-130739-0048_4397-15668-0017,2893.0,M,87.0,F,831.0,M,4397.0,M
8419-286667-0028_587-41611-0028_5322-7678-0013_8747-293952-0109,8419.0,M,587.0,F,5322.0,M,8747.0,M
118-124588-0013_1737-142397-0042_8975-270782-0002_7780-274562-0022,118.0,M,1737.0,F,8975.0,F,7780.0,F
669-129061-0005_1088-134318-0011_2007-149877-0026_8324-286682-0005,669.0,F,1088.0,F,2007.0,F,8324.0,F
322-124147-0011_2514-149482-0004_3723-171631-0016_5322-7678-0018,322.0,F,2514.0,M,3723.0,M,5322.0,M
3240-131232-0011_1183-128659-0006_2136-5140-0005_254-27760-0011,3240.0,M,1183.0,F,2136.0,M,254.0,M
3807-4923-0035_3440-171009-0076_730-358-0004_3526-176651-0002,3807.0,M,3440.0,F,730.0,F,3526.0,F
226-131533-0024_3699-19401-0007_8465-246943-0019_201-127786-0035,226.0,F,3699.0,M,8465.0,F,201.0,M
2817-142371-0072_2002-139469-0108_3699-47246-0027_6476-96661-0020,2817.0,F,2002.0,M,3699.0,M,6476.0,F
4297-13006-0002_3240-131231-0038_302-123504-0012_2002-139469-0107,4297.0,F,3240.0,M,302.0,F,2002.0,M
5867-48852-0067_26-495-0034_7447-91187-0040_4267-72637-0022,5867.0,F,26.0,M,7447.0,M,4267.0,M
5390-30102-0022_839-130898-0002_27-124992-0023_7367-86737-0075,5390.0,M,839.0,M,27.0,M,7367.0,M
1898-145715-0043_5022-29411-0034_5808-48608-0039_625-132112-0032,1898.0,F,5022.0,F,5808.0,M,625.0,M
328-129766-0072_3436-172162-0050_4680-16041-0014_7800-283493-0002,328.0,F,3436.0,M,4680.0,F,7800.0,F
4014-186183-0021_3699-19401-0003_26-495-0063_7635-105661-0039,4014.0,M,3699.0,M,26.0,M,7635.0,F
1841-150351-0005_911-128684-0030_302-123523-0002_2514-149482-0071,1841.0,F,911.0,M,302.0,F,2514.0,M
3947-13260-0043_6818-68772-0049_458-126294-0006_4340-15220-0009,3947.0,F,6818.0,F,458.0,M,4340.0,F
307-127539-0024_4853-29413-0021_403-216-0001_1034-121119-0008,307.0,M,4853.0,F,403.0,F,1034.0,M
201-122255-0025_3436-172171-0060_1363-135842-0048_4014-186183-0029,201.0,M,3436.0,M,1363.0,F,4014.0,M
163-122947-0069_322-124147-0083_669-129061-0079_32-21631-0016,163.0,M,322.0,F,669.0,F,32.0,F
250-142286-0008_8238-274553-0012_4160-14187-0003_2836-5354-0046,250.0,F,8238.0,F,4160.0,F,2836.0,F
201-127786-0024_1081-125237-0032_6836-76549-0002_1737-142397-0035,201.0,M,1081.0,M,6836.0,M,1737.0,F
6925-80680-0014_426-122821-0008_1970-10594-0023_4441-76250-0034,6925.0,M,426.0,F,1970.0,F,4441.0,M
7402-59171-0040_87-121553-0079_6529-62554-0040_1235-135883-0007,7402.0,M,87.0,F,6529.0,M,1235.0,M
2989-138028-0015_5561-41616-0008_2007-132570-0000_6818-68772-0022,2989.0,F,5561.0,F,2007.0,F,6818.0,F
3242-8112-0032_3947-13260-0047_2691-156745-0016_909-131045-0036,3242.0,M,3947.0,F,2691.0,F,909.0,M
6454-120342-0017_403-128339-0031_3214-167606-0007_8468-286673-0011,6454.0,M,403.0,F,3214.0,M,8468.0,F
118-124588-0003_1088-134315-0005_6272-70191-0029_4051-10927-0022,118.0,M,1088.0,F,6272.0,F,4051.0,F
2391-145015-0028_4018-107312-0034_405-130895-0023_103-1241-0020,2391.0,F,4018.0,M,405.0,M,103.0,F
6147-34605-0010_5808-54425-0047_1098-133695-0085_1246-124550-0023,6147.0,F,5808.0,M,1098.0,F,1246.0,F
7800-283492-0016_118-121721-0017_302-123504-0010_2391-145015-0083,7800.0,F,118.0,M,302.0,F,2391.0,F
78-368-0003_8324-286682-0031_4481-17498-0021_2893-139310-0022,78.0,M,8324.0,F,4481.0,F,2893.0,M
4051-10927-0005_8425-246962-0028_458-126305-0041_1081-125237-0056,4051.0,F,8425.0,M,458.0,M,1081.0,M
27-123349-0056_5789-57195-0009_374-180299-0019_2764-36616-0020,27.0,M,5789.0,F,374.0,M,2764.0,F
8108-274318-0040_1334-135589-0020_1502-122619-0044_1594-135914-0114,8108.0,M,1334.0,M,1502.0,F,1594.0,M
5163-39921-0053_229-130880-0080_3830-12531-0023_7059-88364-0034,5163.0,F,229.0,M,3830.0,M,7059.0,F
5750-35690-0008_4830-25898-0013_1898-145702-0007_1455-138263-0038,5750.0,M,4830.0,M,1898.0,F,1455.0,M
289-121665-0043_40-222-0059_125-121342-0040_302-123523-0037,289.0,F,40.0,F,125.0,F,302.0,F
4195-186236-0018_2092-145706-0045_8088-284756-0118_150-126107-0008,4195.0,F,2092.0,F,8088.0,M,150.0,F
39-121915-0026_6019-3185-0025_3526-176653-0053_2002-139469-0096,39.0,F,6019.0,M,3526.0,F,2002.0,M
1235-135887-0016_4088-158077-0077_298-126791-0066_4898-28461-0029,1235.0,M,4088.0,F,298.0,F,4898.0,M
226-122538-0024_6081-41997-0010_118-121721-0018_2911-15045-0029,226.0,F,6081.0,M,118.0,M,2911.0,M
1088-134315-0054_2007-132570-0015_5322-7679-0025_2817-142371-0042,1088.0,F,2007.0,F,5322.0,M,2817.0,F
1898-145715-0009_201-127786-0005_4137-11702-0002_3607-29116-0001,1898.0,F,201.0,M,4137.0,F,3607.0,M
403-128339-0030_4018-107338-0001_4397-15678-0026_6019-3185-0031,403.0,F,4018.0,M,4397.0,M,6019.0,M
3699-175950-0001_4160-14187-0015_6476-57446-0007_2764-36616-0002,3699.0,M,4160.0,F,6476.0,F,2764.0,F
1867-154071-0025_1743-142913-0005_730-358-0037_460-172359-0031,1867.0,M,1743.0,M,730.0,F,460.0,M
8123-275209-0001_2843-152918-0045_39-121914-0028_5678-43302-0027,8123.0,F,2843.0,M,39.0,F,5678.0,M
26-495-0038_8770-295462-0009_6848-76049-0014_3664-178355-0014,26.0,M,8770.0,M,6848.0,M,3664.0,M
3259-158083-0087_311-124404-0080_6415-116629-0033_4859-29340-0009,3259.0,F,311.0,M,6415.0,F,4859.0,M
200-124140-0020_26-496-0010_412-126975-0067_7780-274562-0032,200.0,F,26.0,M,412.0,M,7780.0,F
1624-142933-0013_6848-252323-0009_196-122152-0019_403-128339-0018,1624.0,M,6848.0,M,196.0,M,403.0,F
7190-90542-0010_7067-76047-0036_8425-246962-0014_198-126831-0007,7190.0,M,7067.0,M,8425.0,M,198.0,F
8312-279791-0021_2514-149482-0000_6385-34655-0000_2002-139469-0038,8312.0,F,2514.0,M,6385.0,F,2002.0,M
3242-8112-0030_5750-35690-0030_8975-270782-0009_7447-91187-0033,3242.0,M,5750.0,M,8975.0,F,7447.0,M
211-122442-0055_6531-61334-0095_3857-182317-0002_2691-156755-0005,211.0,F,6531.0,F,3857.0,M,2691.0,F
5104-33406-0024_4788-294466-0012_1334-135589-0071_2289-152253-0011,5104.0,M,4788.0,M,1334.0,M,2289.0,M
103-1240-0034_4362-15663-0062_481-123720-0030_1594-135914-0088,103.0,F,4362.0,F,481.0,M,1594.0,M
3830-12530-0024_1355-39947-0029_7635-105661-0005_4051-11218-0043,3830.0,M,1355.0,M,7635.0,F,4051.0,F
3440-171009-0058_5778-54535-0025_2136-5143-0012_8838-298546-0048,3440.0,F,5778.0,F,2136.0,M,8838.0,M
1898-145715-0036_6415-116629-0020_6836-61803-0007_1841-159771-0010,1898.0,F,6415.0,F,6836.0,M,1841.0,F
1081-125237-0008_3526-175658-0022_8063-274112-0007_587-54108-0005,1081.0,M,3526.0,F,8063.0,M,587.0,F
5808-54425-0017_5022-29411-0045_5049-25947-0045_6836-61803-0022,5808.0,M,5022.0,F,5049.0,M,6836.0,M
2136-5143-0000_78-369-0057_226-131533-0035_2196-174172-0026,2136.0,M,78.0,M,226.0,F,2196.0,F
6000-86686-0016_5104-33406-0013_4441-76263-0033_3982-178459-0052,6000.0,F,5104.0,M,4441.0,M,3982.0,F
6147-34607-0037_426-122821-0024_2196-174172-0029_4830-25898-0007,6147.0,F,426.0,F,2196.0,F,4830.0,M
3374-298025-0018_8468-286673-0038_5652-19215-0061_4195-17507-0022,3374.0,M,8468.0,F,5652.0,F,4195.0,F
289-121652-0025_1841-150351-0004_8088-284756-0003_6880-216547-0027,289.0,F,1841.0,F,8088.0,M,6880.0,M
6836-76549-0009_2910-131096-0064_8630-305212-0039_7059-88364-0026,6836.0,M,2910.0,F,8630.0,M,7059.0,F
8975-270782-0088_5867-48852-0010_1841-150351-0025_60-121082-0073,8975.0,F,5867.0,F,1841.0,F,60.0,M
1867-154071-0005_332-128985-0087_307-127539-0019_2289-152257-0009,1867.0,M,332.0,M,307.0,M,2289.0,M
6437-66173-0009_103-1241-0006_307-127535-0018_7148-82991-0017,6437.0,M,103.0,F,307.0,M,7148.0,F
6272-70168-0000_2952-408-0015_8063-274116-0031_1088-129236-0021,6272.0,F,2952.0,M,8063.0,M,1088.0,F
32-21631-0010_1963-142776-0003_3830-12530-0001_3242-67168-0001,32.0,F,1963.0,F,3830.0,M,3242.0,M
5163-18515-0017_83-3054-0016_8630-305212-0035_6000-55211-0026,5163.0,F,83.0,F,8630.0,M,6000.0,F
460-172357-0019_446-123501-0000_669-129061-0058_32-21634-0004,460.0,M,446.0,M,669.0,F,32.0,F
5463-39174-0003_19-227-0010_3526-176653-0026_2289-152257-0000,5463.0,M,19.0,F,3526.0,F,2289.0,M
6209-34599-0037_2518-154825-0000_226-131532-0024_6454-120342-0029,6209.0,M,2518.0,M,226.0,F,6454.0,M
911-128684-0045_1246-124548-0036_1334-135589-0016_2764-36617-0003,911.0,M,1246.0,F,1334.0,M,2764.0,F
3607-29116-0000_8108-280354-0017_3486-166446-0017_1116-132847-0014,3607.0,M,8108.0,M,3486.0,M,1116.0,F
5192-19397-0016_3112-9554-0020_118-124588-0011_2007-149877-0039,5192.0,M,3112.0,F,118.0,M,2007.0,F
5022-29411-0022_441-128988-0012_6064-56165-0011_669-129074-0002,5022.0,F,441.0,F,6064.0,F,669.0,F
6147-34606-0003_7511-102420-0027_5163-18515-0044_201-127786-0067,6147.0,F,7511.0,F,5163.0,F,201.0,M
307-127540-0020_4406-16883-0011_6272-70171-0020_5390-24512-0012,307.0,M,4406.0,M,6272.0,F,5390.0,M
8770-295465-0035_27-123349-0019_196-122159-0020_2391-145015-0111,8770.0,M,27.0,M,196.0,M,2391.0,F
118-121721-0025_302-123504-0004_5393-19218-0041_8629-261139-0006,118.0,M,302.0,F,5393.0,F,8629.0,M
6078-54013-0039_8747-293952-0015_3440-171009-0005_8226-274369-0017,6078.0,F,8747.0,M,3440.0,F,8226.0,M
2989-138028-0032_1069-133699-0033_322-124147-0002_307-127540-0008,2989.0,F,1069.0,F,322.0,F,307.0,M
4214-7146-0027_78-368-0021_1867-154075-0011_5322-7680-0011,4214.0,F,78.0,M,1867.0,M,5322.0,M
7264-92316-0000_6563-285357-0024_1088-134315-0033_1926-143879-0019,7264.0,M,6563.0,M,1088.0,F,1926.0,F
4195-186238-0016_3699-19401-0002_298-126791-0042_8797-294123-0014,4195.0,F,3699.0,M,298.0,F,8797.0,M
2817-142371-0032_6925-80680-0068_1926-147987-0024_332-128985-0081,2817.0,F,6925.0,M,1926.0,F,332.0,M
2514-149482-0024_1263-141777-0008_7264-92316-0035_6880-216547-0042,2514.0,M,1263.0,F,7264.0,M,6880.0,M
625-132112-0002_5022-29405-0032_7447-91187-0046_298-126791-0035,625.0,M,5022.0,F,7447.0,M,298.0,F
4788-91208-0008_8419-286676-0015_1455-138263-0052_5163-39921-0045,4788.0,M,8419.0,M,1455.0,M,5163.0,F
8747-293952-0078_6147-34605-0025_328-129766-0073_1355-39947-0040,8747.0,M,6147.0,F,328.0,F,1355.0,M
8063-274115-0005_5789-57158-0011_2518-154825-0010_1081-125237-0042,8063.0,M,5789.0,F,2518.0,M,1081.0,M
6272-70171-0002_201-122255-0026_2436-2476-0038_1363-139304-0043,6272.0,F,201.0,M,2436.0,M,1363.0,F
1088-134318-0021_8629-261140-0026_6848-76049-0004_403-126855-0016,1088.0,F,8629.0,M,6848.0,M,403.0,F
5393-19218-0015_4014-186179-0020_7859-102518-0004_6385-220959-0016,5393.0,F,4014.0,M,7859.0,F,6385.0,F
1183-133255-0011_3486-166446-0029_5789-57158-0010_6836-61803-0031,1183.0,F,3486.0,M,5789.0,F,6836.0,M
2289-152258-0031_8312-279790-0044_5393-19218-0052_4014-186176-0043,2289.0,M,8312.0,F,5393.0,F,4014.0,M
481-123719-0001_8468-295198-0014_3526-176651-0016_2289-152257-0025,481.0,M,8468.0,F,3526.0,F,2289.0,M
1447-130551-0020_5789-57195-0025_6385-220959-0042_39-121916-0019,1447.0,F,5789.0,F,6385.0,F,39.0,F
1553-140047-0018_211-122425-0005_8238-274553-0067_5867-48852-0063,1553.0,F,211.0,F,8238.0,F,5867.0,F
201-122255-0033_5652-39938-0056_669-129061-0056_2416-152139-0000,201.0,M,5652.0,F,669.0,F,2416.0,F
3440-171009-0040_445-123857-0020_2910-131096-0014_7178-34644-0025,3440.0,F,445.0,M,2910.0,F,7178.0,F
909-131044-0002_831-130746-0013_7794-295955-0026_4195-186237-0022,909.0,M,831.0,M,7794.0,F,4195.0,F
8014-112602-0041_2989-138028-0053_8629-261139-0036_3807-4955-0007,8014.0,F,2989.0,F,8629.0,M,3807.0,M
32-21625-0001_8095-274348-0012_2182-150130-0029_6529-62554-0053,32.0,F,8095.0,M,2182.0,F,6529.0,M
60-121082-0090_1040-133433-0003_4195-17507-0014_1355-39947-0018,60.0,M,1040.0,M,4195.0,F,1355.0,M
3879-174923-0048_4853-27671-0014_2436-2476-0004_587-41619-0005,3879.0,F,4853.0,F,2436.0,M,587.0,F
201-127786-0014_3983-5331-0033_1963-142393-0038_4297-13009-0023,201.0,M,3983.0,F,1963.0,F,4297.0,F
5022-29405-0019_5789-70653-0029_5778-54535-0007_7178-34644-0019,5022.0,F,5789.0,F,5778.0,F,7178.0,F
909-131041-0011_2817-142371-0006_405-130895-0012_5104-33406-0019,909.0,M,2817.0,F,405.0,M,5104.0,M
887-123289-0038_1898-145715-0049_103-1240-0009_8468-294887-0005,887.0,F,1898.0,F,103.0,F,8468.0,F
2007-132570-0024_1970-28415-0003_5390-24512-0039_4898-20016-0038,2007.0,F,1970.0,F,5390.0,M,4898.0,M
4406-16882-0058_3240-131232-0032_7059-77900-0022_32-4137-0030,4406.0,M,3240.0,M,7059.0,F,32.0,F
403-128339-0024_1553-140047-0047_8609-262281-0006_87-121553-0027,403.0,F,1553.0,F,8609.0,M,87.0,F
19-227-0034_7635-105661-0043_7859-102519-0009_1737-148989-0022,19.0,F,7635.0,F,7859.0,F,1737.0,F
6064-56165-0031_328-129766-0016_8051-119902-0025_8238-283452-0003,6064.0,F,328.0,F,8051.0,F,8238.0,F
911-130578-0006_1447-130551-0016_7505-258964-0042_2893-139322-0042,911.0,M,1447.0,F,7505.0,M,2893.0,M
211-122442-0010_4813-248638-0023_3879-174923-0058_6529-62554-0025,211.0,F,4813.0,M,3879.0,F,6529.0,M
1578-6379-0017_4214-7146-0060_2989-138035-0032_8975-270782-0030,1578.0,F,4214.0,F,2989.0,F,8975.0,F
1088-129236-0028_6272-70168-0018_3235-28452-0013_8838-298545-0006,1088.0,F,6272.0,F,3235.0,F,8838.0,M
7278-246956-0025_1334-135589-0004_328-129766-0079_163-121908-0008,7278.0,M,1334.0,M,328.0,F,163.0,M
1040-133433-0033_7148-7763-0035_1246-135815-0024_233-155990-0023,1040.0,M,7148.0,F,1246.0,F,233.0,M
374-180299-0001_5703-47198-0016_211-122425-0033_696-93314-0017,374.0,M,5703.0,M,211.0,F,696.0,F
1263-141777-0027_200-124140-0005_1963-147036-0025_2817-142380-0008,1263.0,F,200.0,F,1963.0,F,2817.0,F
911-128684-0023_302-123504-0005_211-122442-0044_1455-138263-0009,911.0,M,302.0,F,211.0,F,1455.0,M
4297-13009-0012_248-130697-0019_1624-168623-0043_4898-28461-0026,4297.0,F,248.0,F,1624.0,M,4898.0,M
302-123504-0025_3436-172171-0002_3879-173592-0003_403-128339-0026,302.0,F,3436.0,M,3879.0,F,403.0,F
1970-10594-0013_5867-48852-0009_8123-275209-0021_6367-65536-0025,1970.0,F,5867.0,F,8123.0,F,6367.0,M
5652-19215-0042_40-222-0050_4051-11218-0001_1088-129236-0019,5652.0,F,40.0,F,4051.0,F,1088.0,F
1963-142393-0057_150-132655-0017_2836-5354-0028_2002-139469-0023,1963.0,F,150.0,F,2836.0,F,2002.0,M
5652-39938-0061_5049-25947-0024_87-121553-0052_1594-135914-0084,5652.0,F,5049.0,M,87.0,F,1594.0,M
125-121124-0037_8226-274371-0018_441-128988-0013_3440-171009-0072,125.0,F,8226.0,M,441.0,F,3440.0,F
3607-135982-0032_4088-158077-0072_1898-145715-0004_5463-39173-0011,3607.0,M,4088.0,F,1898.0,F,5463.0,M
4397-15668-0015_5192-19397-0068_83-9960-0039_2384-152900-0046,4397.0,M,5192.0,M,83.0,F,2384.0,M
