mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex
597-133239-0004_8193-116805-0023_6006-60489-0030_6406-88089-0043,597.0,F,8193.0,F,6006.0,F,6406.0,F
296-142727-0009_3185-163505-0032_339-132718-0006_274-121392-0035,296.0,M,3185.0,M,339.0,F,274.0,F
6877-77361-0009_3446-144019-0026_666-11243-0031_296-141721-0015,6877.0,M,3446.0,F,666.0,F,296.0,M
373-130974-0010_5319-42637-0009_1336-138113-0006_2827-170440-0022,373.0,F,5319.0,M,1336.0,M,2827.0,M
5054-1187-0016_6458-232057-0038_339-132717-0034_4236-8927-0064,5054.0,F,6458.0,M,339.0,F,4236.0,M
7837-109173-0010_7069-246904-0032_664-129011-0016_7720-105168-0055,7837.0,M,7069.0,M,664.0,F,7720.0,M
1811-129443-0058_1121-132777-0017_3540-163612-0112_6388-64974-0076,1811.0,M,1121.0,M,3540.0,M,6388.0,F
7478-98645-0028_3816-290923-0023_3638-758-0008_5776-46889-0115,7478.0,M,3816.0,F,3638.0,F,5776.0,M
8006-112592-0014_4434-73958-0030_5093-39749-0014_2589-177234-0033,8006.0,M,4434.0,F,5093.0,F,2589.0,M
3889-130125-0034_3072-155949-0028_7484-39971-0061_1027-125147-0003,3889.0,F,3072.0,M,7484.0,M,1027.0,M
8464-282934-0039_7704-106974-0016_2775-134792-0018_1365-134830-0009,8464.0,M,7704.0,M,2775.0,F,1365.0,M
2920-156224-0034_8228-232690-0002_1054-143005-0093_7318-96151-0042,2920.0,F,8228.0,F,1054.0,F,7318.0,F
8266-258262-0002_7939-120325-0017_2427-154697-0023_3347-134425-0043,8266.0,M,7939.0,M,2427.0,M,3347.0,F
1607-150715-0017_5588-68192-0011_4331-88349-0016_1535-141644-0047,1607.0,M,5588.0,F,4331.0,F,1535.0,M
464-126794-0023_7285-72207-0032_4222-12898-0003_6643-67851-0037,464.0,M,7285.0,F,4222.0,F,6643.0,F
1160-139336-0005_1629-139707-0028_7398-98878-0002_948-132705-0031,1160.0,M,1629.0,F,7398.0,F,948.0,F
4427-12471-0002_3781-156981-0008_5984-56840-0021_5538-64717-0018,4427.0,F,3781.0,F,5984.0,F,5538.0,F
6499-87508-0058_1678-142279-0092_1460-138289-0019_2256-137627-0034,6499.0,M,1678.0,F,1460.0,F,2256.0,F
2628-109663-0032_7752-110522-0007_4013-11734-0032_7384-84010-0022,2628.0,M,7752.0,F,4013.0,M,7384.0,F
3790-140725-0059_7949-39970-0060_296-141721-0009_2388-153731-0031,3790.0,F,7949.0,M,296.0,M,2388.0,M
5513-39477-0041_4973-24515-0025_7241-90850-0007_2785-154282-0014,5513.0,M,4973.0,M,7241.0,M,2785.0,F
1050-134120-0035_3584-74477-0008_8183-282977-0019_512-124520-0034,1050.0,F,3584.0,F,8183.0,F,512.0,M
5935-55927-0030_159-121902-0021_7481-101276-0070_2790-142824-0116,5935.0,M,159.0,M,7481.0,F,2790.0,F
2573-178449-0001_3546-9342-0007_803-139752-0007_2473-157859-0028,2573.0,F,3546.0,F,803.0,M,2473.0,M
5133-80690-0056_3546-9342-0003_968-122544-0036_6567-53342-0094,5133.0,F,3546.0,F,968.0,F,6567.0,F
5637-41166-0014_4363-14936-0026_7285-72207-0022_3083-7943-0032,5637.0,M,4363.0,F,7285.0,F,3083.0,F
5935-55927-0023_5618-48830-0048_1914-121446-0039_4592-26872-0003,5935.0,M,5618.0,F,1914.0,M,4592.0,F
4138-11079-0074_6120-56179-0001_6550-53343-0035_3380-6175-0033,4138.0,F,6120.0,F,6550.0,M,3380.0,F
1322-137588-0007_7117-86732-0007_1422-146123-0002_6877-79973-0029,1322.0,M,7117.0,F,1422.0,F,6877.0,M
3221-138045-0026_6378-61780-0018_1195-135814-0033_7475-232691-0032,3221.0,M,6378.0,F,1195.0,F,7475.0,M
6098-57837-0010_2582-155973-0022_6378-61780-0030_6060-106611-0047,6098.0,M,2582.0,F,6378.0,F,6060.0,M
5186-7793-0082_6918-47541-0033_3187-168500-0021_5519-39478-0056,5186.0,M,6918.0,F,3187.0,M,5519.0,M
2404-141240-0045_6014-32856-0001_1061-142358-0002_1498-140041-0010,2404.0,M,6014.0,F,1061.0,F,1498.0,F
2012-139355-0002_7316-10642-0072_7085-75807-0030_3521-12715-0044,2012.0,M,7316.0,F,7085.0,M,3521.0,M
718-129597-0000_6317-54487-0099_30-4447-0008_8183-118128-0026,718.0,M,6317.0,F,30.0,F,8183.0,F
8684-293663-0004_318-124164-0003_6518-66465-0006_2269-88761-0028,8684.0,F,318.0,F,6518.0,F,2269.0,F
6494-60800-0004_1283-136983-0026_6189-21305-0045_7495-102612-0005,6494.0,M,1283.0,M,6189.0,F,7495.0,F
7445-94523-0039_3187-168497-0016_4945-29091-0025_1241-121103-0001,7445.0,F,3187.0,M,4945.0,M,1241.0,F
4152-12926-0013_1283-129808-0007_2368-157056-0016_3549-9203-0018,4152.0,M,1283.0,M,2368.0,M,3549.0,F
7956-245687-0051_7095-88484-0019_2061-147110-0087_7825-258970-0046,7956.0,M,7095.0,M,2061.0,F,7825.0,M
6406-89940-0024_2256-137627-0002_1641-130503-0019_3114-170977-0027,6406.0,F,2256.0,F,1641.0,F,3114.0,M
5809-58763-0013_2598-4654-0017_4719-25765-0016_2411-132532-0044,5809.0,F,2598.0,F,4719.0,M,2411.0,F
208-126600-0002_8699-291107-0039_834-130871-0050_5968-55202-0001,208.0,F,8699.0,F,834.0,F,5968.0,F
1473-135657-0014_7945-112011-0004_5538-64717-0029_8163-116797-0000,1473.0,M,7945.0,F,5538.0,F,8163.0,F
2004-147981-0009_4860-13185-0045_1160-134674-0016_3717-21493-0037,2004.0,F,4860.0,M,1160.0,M,3717.0,M
7518-86741-0036_1536-137608-0030_210-129396-0147_1060-134451-0070,7518.0,M,1536.0,M,210.0,M,1060.0,F
7398-98877-0029_7069-246893-0017_2397-162239-0021_1365-134830-0041,7398.0,F,7069.0,M,2397.0,M,1365.0,M
2628-153958-0045_1806-2536-0033_6099-69550-0033_114-129317-0002,2628.0,M,1806.0,M,6099.0,F,114.0,F
6788-92420-0039_6553-86683-0028_5655-46267-0005_7991-102381-0105,6788.0,F,6553.0,M,5655.0,F,7991.0,M
2787-157400-0004_1392-140654-0020_3728-105398-0000_323-126408-0028,2787.0,M,1392.0,M,3728.0,F,323.0,F
5063-32451-0016_6877-79973-0023_699-132882-0001_454-134728-0059,5063.0,F,6877.0,M,699.0,F,454.0,M
3118-5912-0045_7518-86741-0061_1264-129805-0057_8459-285173-0021,3118.0,M,7518.0,M,1264.0,M,8459.0,M
7342-254918-0035_2364-131735-0005_500-125123-0083_6701-71404-0025,7342.0,F,2364.0,F,500.0,M,6701.0,M
5139-30106-0019_1845-145083-0003_272-130225-0019_7832-114468-0040,5139.0,F,1845.0,F,272.0,M,7832.0,M
64-76974-0038_1050-134121-0013_7957-39967-0068_1226-141279-0025,64.0,F,1050.0,F,7957.0,M,1226.0,M
2397-162238-0030_4098-11546-0008_4226-185488-0030_783-126739-0081,2397.0,M,4098.0,F,4226.0,M,783.0,F
8474-281188-0054_7229-80656-0005_589-139200-0034_5093-48377-0002,8474.0,M,7229.0,F,589.0,F,5093.0,F
6373-65772-0098_671-131030-0015_2758-161217-0001_90-121085-0053,6373.0,F,671.0,M,2758.0,F,90.0,M
8887-281471-0026_81-121543-0094_4495-18533-0038_3615-14674-0056,8887.0,M,81.0,M,4495.0,M,3615.0,F
6956-81870-0009_2589-22574-0026_589-139200-0016_3790-140725-0011,6956.0,M,2589.0,M,589.0,F,3790.0,F
3274-163518-0006_7240-92202-0012_1053-289242-0025_6782-61316-0005,3274.0,M,7240.0,F,1053.0,F,6782.0,F
2960-155151-0031_5007-31603-0009_6006-60489-0038_3835-178030-0020,2960.0,M,5007.0,F,6006.0,F,3835.0,M
6082-56174-0050_8699-291107-0064_1265-135635-0045_543-137106-0013,6082.0,F,8699.0,F,1265.0,M,543.0,M
258-130878-0022_175-127696-0025_8195-117382-0084_8459-285173-0049,258.0,M,175.0,F,8195.0,M,8459.0,M
7594-91192-0036_7802-104394-0011_30-4445-0039_408-122806-0035,7594.0,F,7802.0,F,30.0,F,408.0,F
6082-56175-0004_500-125123-0032_6924-291608-0035_7881-105574-0035,6082.0,F,500.0,M,6924.0,F,7881.0,M
4957-23295-0024_1445-139397-0021_3389-130127-0043_3221-138045-0063,4957.0,F,1445.0,M,3389.0,M,3221.0,M
7945-112011-0042_6555-397-0015_217-122443-0058_1222-141174-0025,7945.0,F,6555.0,M,217.0,F,1222.0,M
5062-294700-0016_836-131106-0005_216-122441-0041_7258-91906-0010,5062.0,F,836.0,M,216.0,M,7258.0,M
6288-63105-0016_4926-23281-0037_8113-301694-0033_8006-112593-0038,6288.0,F,4926.0,F,8113.0,F,8006.0,M
2787-157400-0041_1061-152224-0005_1849-144965-0048_8879-300343-0054,2787.0,M,1061.0,F,1849.0,M,8879.0,M
225-131276-0014_7828-105171-0005_4926-23311-0007_1054-143005-0009,225.0,F,7828.0,M,4926.0,F,1054.0,F
2618-138042-0034_6518-66465-0036_6673-72311-0063_543-137106-0007,2618.0,M,6518.0,F,6673.0,F,543.0,M
6788-111574-0026_6865-95963-0022_3094-136458-0106_7837-109173-0011,6788.0,F,6865.0,F,3094.0,F,7837.0,M
2674-155968-0058_5656-44576-0031_6918-47541-0079_4590-18005-0028,2674.0,M,5656.0,M,6918.0,F,4590.0,M
7752-113336-0012_159-121891-0005_2960-155151-0058_5637-41170-0012,7752.0,F,159.0,M,2960.0,M,5637.0,M
3307-145145-0021_6359-64713-0028_7783-107487-0000_3914-10089-0014,3307.0,M,6359.0,F,7783.0,F,3914.0,M
3482-170453-0063_7569-102232-0011_249-121331-0076_5319-64075-0018,3482.0,F,7569.0,M,249.0,M,5319.0,M
303-123507-0019_3008-164328-0052_5604-26982-0008_816-2301-0028,303.0,M,3008.0,F,5604.0,F,816.0,M
6494-60800-0005_583-139009-0029_3357-28375-0006_3638-696-0012,6494.0,M,583.0,M,3357.0,F,3638.0,F
830-130728-0026_716-129582-0035_6683-63841-0021_55-121069-0008,830.0,F,716.0,M,6683.0,F,55.0,M
1335-27593-0011_7085-75807-0015_2348-143895-0092_7816-108621-0024,1335.0,F,7085.0,M,2348.0,F,7816.0,F
8490-284269-0022_6519-231834-0037_2775-134792-0001_698-122876-0016,8490.0,M,6519.0,F,2775.0,F,698.0,F
4967-28868-0022_5914-52088-0038_4427-41933-0029_1678-142279-0020,4967.0,F,5914.0,M,4427.0,F,1678.0,F
3922-715-0006_5918-46890-0099_986-129388-0026_5039-1188-0044,3922.0,F,5918.0,M,986.0,M,5039.0,F
7665-104978-0022_6388-64974-0004_3094-136458-0100_6544-71420-0034,7665.0,M,6388.0,F,3094.0,F,6544.0,F
7314-77782-0018_1001-134707-0001_8573-286306-0099_7484-39971-0040,7314.0,M,1001.0,M,8573.0,F,7484.0,M
1224-121064-0021_2741-159386-0104_7553-101289-0047_953-130625-0008,1224.0,F,2741.0,F,7553.0,M,953.0,M
6497-234100-0001_2201-151776-0013_1316-132800-0058_9023-296468-0049,6497.0,M,2201.0,M,1316.0,M,9023.0,F
948-132705-0023_718-129597-0056_1054-143005-0006_6188-78885-0002,948.0,F,718.0,M,1054.0,F,6188.0,F
6782-61316-0053_3340-169293-0058_6690-73075-0023_1603-141713-0004,6782.0,F,3340.0,M,6690.0,M,1603.0,M
5914-52087-0006_4733-6398-0033_1827-143625-0020_829-123191-0032,5914.0,M,4733.0,M,1827.0,M,829.0,F
1473-135657-0042_5239-32139-0056_8619-291381-0008_731-366-0028,1473.0,M,5239.0,M,8619.0,M,731.0,F
7926-254949-0003_6258-49755-0086_2010-147045-0022_1678-142279-0102,7926.0,M,6258.0,M,2010.0,F,1678.0,F
6037-59239-0011_3230-137483-0008_3228-4691-0014_501-125127-0014,6037.0,M,3230.0,M,3228.0,F,501.0,M
4535-279849-0014_5672-88363-0037_664-129011-0061_2929-85685-0000,4535.0,M,5672.0,M,664.0,F,2929.0,M
7981-112056-0010_770-43321-0015_8190-284433-0027_1290-135762-0030,7981.0,M,770.0,M,8190.0,F,1290.0,F
1752-16632-0061_543-137106-0024_1547-130184-0013_7276-90847-0005,1752.0,F,543.0,M,1547.0,F,7276.0,F
5538-224746-0036_2618-138042-0103_5918-46890-0046_4899-32637-0029,5538.0,F,2618.0,M,5918.0,M,4899.0,F
1859-145700-0023_8474-281188-0032_8193-116805-0008_7478-98644-0042,1859.0,F,8474.0,M,8193.0,F,7478.0,M
6378-61780-0040_3781-156977-0029_7730-304534-0029_7967-104986-0038,6378.0,F,3781.0,F,7730.0,F,7967.0,F
3521-175962-0031_1093-132891-0132_4427-12471-0003_439-122810-0013,3521.0,M,1093.0,F,4427.0,F,439.0,M
8011-117866-0019_2827-170440-0015_6098-57836-0040_7090-91801-0117,8011.0,M,2827.0,M,6098.0,M,7090.0,M
1323-138548-0026_6828-68770-0027_606-130296-0029_3368-170952-0037,1323.0,M,6828.0,F,606.0,M,3368.0,M
6538-81858-0035_2149-36146-0021_511-131228-0009_724-123285-0012,6538.0,M,2149.0,M,511.0,M,724.0,M
718-129597-0028_8699-291107-0029_2238-121415-0009_2582-155972-0049,718.0,M,8699.0,F,2238.0,M,2582.0,F
4013-182396-0012_4246-12544-0015_6918-61317-0040_3686-171133-0042,4013.0,M,4246.0,M,6918.0,F,3686.0,M
6341-64956-0036_8605-291172-0018_5239-31629-0038_1914-121446-0045,6341.0,F,8605.0,F,5239.0,M,1914.0,M
2368-157066-0021_337-126286-0025_5092-28465-0065_8687-216570-0113,2368.0,M,337.0,F,5092.0,M,8687.0,M
7229-80656-0017_278-127215-0003_7286-92935-0017_7247-94108-0011,7229.0,F,278.0,F,7286.0,F,7247.0,M
5266-41151-0045_1668-136271-0027_5746-48362-0060_6446-40544-0023,5266.0,F,1668.0,F,5746.0,M,6446.0,M
7342-254918-0013_5242-35926-0047_1801-138032-0070_1027-125147-0000,7342.0,F,5242.0,M,1801.0,M,1027.0,M
8410-278220-0019_781-127518-0050_5984-56840-0016_5290-26685-0039,8410.0,F,781.0,M,5984.0,F,5290.0,F
7241-90852-0062_7460-104483-0003_1053-132850-0008_2012-139358-0003,7241.0,M,7460.0,M,1053.0,F,2012.0,M
8855-283242-0036_7030-64588-0057_1776-139035-0033_3994-156757-0039,8855.0,M,7030.0,M,1776.0,M,3994.0,F
598-127704-0022_5538-224746-0007_4967-26520-0019_6865-95963-0040,598.0,F,5538.0,F,4967.0,F,6865.0,F
1801-138032-0083_1046-133224-0011_1028-133393-0007_1914-121449-0000,1801.0,M,1046.0,M,1028.0,M,1914.0,M
3389-13248-0003_7245-104890-0036_671-131040-0019_6690-73075-0024,3389.0,M,7245.0,F,671.0,M,6690.0,M
3615-14672-0023_3876-174953-0023_487-129440-0026_7754-108640-0002,3615.0,F,3876.0,F,487.0,M,7754.0,F
5868-66166-0027_2285-163380-0026_4973-24514-0016_159-135897-0002,5868.0,M,2285.0,M,4973.0,M,159.0,M
5985-63885-0014_2110-161102-0031_8605-276939-0012_7717-104491-0043,5985.0,M,2110.0,M,8605.0,F,7717.0,F
1603-139325-0019_339-132717-0075_1100-124547-0056_207-131203-0031,1603.0,M,339.0,F,1100.0,F,207.0,M
2481-163597-0039_4238-12895-0006_6690-73073-0019_204-162375-0023,2481.0,F,4238.0,F,6690.0,M,204.0,M
2498-134816-0008_227-126539-0037_2785-154284-0035_2397-162253-0002,2498.0,F,227.0,F,2785.0,F,2397.0,M
3119-163519-0021_3967-292604-0036_5918-46890-0031_7991-102381-0072,3119.0,F,3967.0,F,5918.0,M,7991.0,M
6895-92806-0042_4495-10160-0049_224-129790-0024_3546-9321-0009,6895.0,F,4495.0,M,224.0,F,3546.0,F
8776-270778-0031_1100-135264-0043_6269-66176-0048_8605-292138-0033,8776.0,F,1100.0,F,6269.0,M,8605.0,F
1498-140040-0043_6330-66016-0030_459-127521-0013_1825-135580-0027,1498.0,F,6330.0,M,459.0,M,1825.0,F
4519-80189-0045_1365-134825-0018_4238-12538-0043_8347-258283-0078,4519.0,F,1365.0,M,4238.0,F,8347.0,M
637-127597-0031_1776-142744-0032_4770-25951-0028_4945-29090-0007,637.0,M,1776.0,M,4770.0,F,4945.0,M
2039-141209-0030_2531-156724-0017_899-126232-0014_581-126955-0075,2039.0,M,2531.0,M,899.0,M,581.0,M
698-122876-0034_6038-56777-0071_166-352-0018_8028-233366-0026,698.0,F,6038.0,F,166.0,F,8028.0,M
380-129066-0019_671-131030-0029_1337-10674-0039_1289-288044-0054,380.0,F,671.0,M,1337.0,M,1289.0,F
4731-58193-0016_899-126233-0029_6782-61316-0023_6497-234100-0007,4731.0,F,899.0,M,6782.0,F,6497.0,M
953-130625-0040_8591-284444-0029_4064-19132-0022_2654-158744-0070,953.0,M,8591.0,F,4064.0,F,2654.0,M
3905-172165-0015_5984-56837-0034_3521-12715-0028_3072-155949-0043,3905.0,F,5984.0,F,3521.0,M,3072.0,M
2688-144987-0054_278-127215-0073_3483-119637-0030_28-12332-0005,2688.0,M,278.0,F,3483.0,M,28.0,F
7816-108620-0026_3105-163726-0024_8506-287660-0022_4257-6397-0082,7816.0,F,3105.0,M,8506.0,F,4257.0,M
6492-68369-0006_3094-136458-0061_373-130975-0020_8193-116805-0037,6492.0,M,3094.0,F,373.0,F,8193.0,F
2388-153728-0040_3584-178748-0039_1175-126220-0005_8138-293529-0007,2388.0,M,3584.0,F,1175.0,M,8138.0,M
4039-184264-0013_3094-136458-0108_612-121766-0000_8459-285137-0014,4039.0,M,3094.0,F,612.0,F,8459.0,M
2618-138042-0024_2093-143271-0031_4490-16020-0015_7335-290365-0052,2618.0,M,2093.0,M,4490.0,F,7335.0,F
8410-278217-0050_272-130229-0006_1031-133220-0034_1752-16632-0014,8410.0,F,272.0,M,1031.0,F,1752.0,F
510-130103-0026_3584-178748-0021_3357-28375-0052_3094-136458-0000,510.0,M,3584.0,F,3357.0,F,3094.0,F
1472-142848-0009_2061-147110-0006_278-127215-0075_4238-12895-0017,1472.0,F,2061.0,F,278.0,F,4238.0,F
7994-258960-0039_4770-25951-0052_3728-105398-0031_3483-174132-0001,7994.0,F,4770.0,F,3728.0,F,3483.0,M
2882-147159-0101_8011-111754-0023_8347-258283-0018_636-123163-0031,2882.0,F,8011.0,M,8347.0,M,636.0,F
8066-114256-0008_7956-245687-0057_1874-89898-0006_3330-170956-0051,8066.0,M,7956.0,M,1874.0,M,3330.0,F
2204-131732-0030_318-124224-0026_242-122627-0016_2294-161714-0010,2204.0,F,318.0,F,242.0,F,2294.0,M
1027-125147-0035_1885-136863-0014_225-131256-0016_1641-130504-0020,1027.0,M,1885.0,F,225.0,F,1641.0,F
8687-216570-0097_4044-9010-0039_8388-275212-0005_3521-12715-0030,8687.0,M,4044.0,F,8388.0,F,3521.0,M
7802-104394-0002_3521-7591-0028_23-124439-0038_1445-139404-0012,7802.0,F,3521.0,M,23.0,F,1445.0,M
948-132705-0029_6683-67218-0028_5319-84357-0022_497-129325-0056,948.0,F,6683.0,F,5319.0,M,497.0,M
525-126965-0008_4734-220951-0052_3180-138043-0093_5337-37090-0018,525.0,F,4734.0,M,3180.0,M,5337.0,F
8329-279775-0018_593-126932-0020_7868-246932-0017_3483-174132-0017,8329.0,F,593.0,M,7868.0,F,3483.0,M
7981-112058-0009_303-123507-0027_7828-105171-0019_335-125945-0000,7981.0,M,303.0,M,7828.0,M,335.0,M
4926-23311-0016_3852-175448-0009_353-128309-0027_8410-278217-0073,4926.0,F,3852.0,F,353.0,M,8410.0,F
5333-5083-0004_6492-68369-0007_100-122655-0006_1903-132499-0063,5333.0,M,6492.0,M,100.0,F,1903.0,M
246-122825-0043_5092-28465-0004_7867-110742-0019_5054-1187-0054,246.0,F,5092.0,M,7867.0,M,5054.0,F
4010-10801-0008_6993-83607-0043_666-11243-0021_380-129064-0009,4010.0,M,6993.0,M,666.0,F,380.0,F
6038-56777-0007_8506-293168-0001_472-129983-0022_2012-139356-0002,6038.0,F,8506.0,F,472.0,F,2012.0,M
2156-82458-0032_2815-160188-0037_2827-170438-0035_1801-138032-0084,2156.0,M,2815.0,M,2827.0,M,1801.0,M
3733-140718-0104_4222-187006-0012_3357-28375-0038_8152-258974-0000,3733.0,F,4222.0,F,3357.0,F,8152.0,M
6981-70843-0110_6701-71404-0033_3032-19361-0077_6763-74797-0025,6981.0,M,6701.0,M,3032.0,M,6763.0,F
4152-5710-0058_6505-231836-0030_2053-138901-0044_667-105002-0040,4152.0,M,6505.0,F,2053.0,F,667.0,F
764-132280-0046_8575-290349-0001_4839-15304-0030_303-123500-0005,764.0,M,8575.0,M,4839.0,F,303.0,M
6637-71405-0016_806-123715-0034_6426-64292-0013_594-127732-0021,6637.0,F,806.0,M,6426.0,F,594.0,M
1224-121064-0030_7145-87280-0013_7717-104491-0020_1607-149245-0037,1224.0,F,7145.0,F,7717.0,F,1607.0,M
1825-135580-0082_5909-287837-0038_4152-5710-0009_3989-182394-0013,1825.0,F,5909.0,M,4152.0,M,3989.0,M
3781-156977-0038_2162-185436-0026_8028-233382-0073_3357-28375-0043,3781.0,F,2162.0,M,8028.0,M,3357.0,F
476-134312-0021_7802-104391-0004_561-126313-0002_834-130870-0047,476.0,M,7802.0,F,561.0,M,834.0,F
1012-133424-0028_594-127732-0005_1859-145701-0009_4731-58193-0001,1012.0,F,594.0,M,1859.0,F,4731.0,F
986-129388-0021_476-133471-0020_2920-156230-0030_8459-285137-0018,986.0,M,476.0,M,2920.0,F,8459.0,M
4899-32637-0014_6643-67858-0021_5489-10988-0025_4108-12546-0031,4899.0,F,6643.0,F,5489.0,F,4108.0,M
4590-18005-0002_8879-300343-0048_1734-142311-0002_606-121661-0031,4590.0,M,8879.0,M,1734.0,F,606.0,M
6120-14976-0020_501-125127-0004_3307-145138-0068_4854-24731-0077,6120.0,F,501.0,M,3307.0,M,4854.0,M
1336-138113-0026_7314-93276-0020_664-129011-0049_6694-70837-0048,1336.0,M,7314.0,M,664.0,F,6694.0,M
6763-74797-0034_434-132645-0004_258-130878-0016_5635-44582-0031,6763.0,F,434.0,F,258.0,M,5635.0,M
1365-134804-0022_6339-65554-0040_5007-31609-0038_1271-128145-0017,1365.0,M,6339.0,F,5007.0,F,1271.0,M
1705-142318-0041_1348-135826-0036_7475-232691-0030_8190-284435-0019,1705.0,F,1348.0,F,7475.0,M,8190.0,F
1160-139727-0001_8138-287657-0035_3289-171109-0008_5583-41259-0031,1160.0,M,8138.0,M,3289.0,M,5583.0,F
8057-271826-0022_3923-181420-0015_335-125941-0022_8534-216564-0051,8057.0,F,3923.0,M,335.0,M,8534.0,M
8401-280380-0088_227-129974-0055_119-129514-0011_8113-301693-0021,8401.0,M,227.0,F,119.0,M,8113.0,F
3645-186230-0020_4899-32658-0004_3105-166683-0023_5538-224746-0040,3645.0,F,4899.0,F,3105.0,M,5538.0,F
3008-164327-0046_8677-246948-0007_3972-5791-0022_8142-3966-0011,3008.0,F,8677.0,F,3972.0,F,8142.0,M
2673-162129-0014_949-162667-0005_8300-275128-0025_5655-46267-0023,2673.0,M,949.0,M,8300.0,F,5655.0,F
8066-114256-0024_497-129325-0002_5519-39478-0004_1018-133447-0013,8066.0,M,497.0,M,5519.0,M,1018.0,M
6339-65554-0071_4039-184265-0013_7445-94526-0011_4290-14526-0011,6339.0,F,4039.0,M,7445.0,F,4290.0,M
5092-28462-0010_5727-47030-0061_2531-156720-0005_501-125127-0059,5092.0,M,5727.0,M,2531.0,M,501.0,M
2146-136610-0001_1224-121064-0094_1052-139308-0005_2769-169619-0026,2146.0,M,1224.0,F,1052.0,F,2769.0,M
4363-14936-0021_6458-232057-0043_5389-4861-0051_4152-5710-0053,4363.0,F,6458.0,M,5389.0,M,4152.0,M
1290-135762-0058_4837-302000-0016_6696-68773-0026_1800-142858-0019,1290.0,F,4837.0,F,6696.0,F,1800.0,F
6339-65554-0037_472-129983-0019_7318-96168-0051_2827-170438-0001,6339.0,F,472.0,F,7318.0,F,2827.0,M
770-131704-0022_8758-296465-0043_3922-723-0026_1987-144135-0068,770.0,M,8758.0,M,3922.0,F,1987.0,M
1456-130544-0024_1259-72927-0025_3328-168638-0002_4434-73958-0010,1456.0,M,1259.0,F,3328.0,M,4434.0,F
7139-75362-0005_7739-107483-0001_6317-54487-0014_1535-141642-0019,7139.0,M,7739.0,F,6317.0,F,1535.0,M
6317-54487-0100_2240-148521-0032_7981-112061-0007_192-128345-0048,6317.0,F,2240.0,M,7981.0,M,192.0,F
1182-134316-0026_4681-13056-0074_7752-110526-0011_500-125123-0036,1182.0,M,4681.0,M,7752.0,F,500.0,M
716-129581-0020_5266-41151-0010_1027-125140-0055_8008-271812-0014,716.0,M,5266.0,F,1027.0,M,8008.0,M
8824-279153-0067_1387-130989-0026_6865-95969-0018_2074-147193-0011,8824.0,M,1387.0,M,6865.0,F,2074.0,M
7938-109180-0011_2992-164101-0043_1079-128631-0020_7553-101289-0043,7938.0,M,2992.0,M,1079.0,F,7553.0,M
7518-86741-0053_2204-131732-0007_3972-170212-0036_8410-278217-0035,7518.0,M,2204.0,F,3972.0,F,8410.0,F
2577-157236-0079_288-131218-0045_6492-68369-0018_8705-290361-0017,2577.0,F,288.0,F,6492.0,M,8705.0,M
1446-122614-0058_3009-10327-0090_362-123048-0022_6637-69607-0057,1446.0,M,3009.0,M,362.0,F,6637.0,F
2929-85685-0048_1379-130529-0008_7910-80534-0041_5809-58763-0012,2929.0,M,1379.0,M,7910.0,F,5809.0,F
3157-119295-0011_5206-19376-0040_3977-185466-0028_8225-274374-0009,3157.0,F,5206.0,M,3977.0,M,8225.0,M
7313-91072-0092_30-4447-0009_5975-54006-0021_1259-137770-0018,7313.0,M,30.0,F,5975.0,M,1259.0,F
6965-291718-0024_408-122806-0091_6782-61316-0017_3082-165428-0048,6965.0,M,408.0,F,6782.0,F,3082.0,M
4957-30119-0041_1552-140651-0029_835-130876-0013_6895-96175-0029,4957.0,F,1552.0,M,835.0,M,6895.0,F
5588-68188-0005_6115-58776-0019_4837-302000-0039_203-126577-0025,5588.0,F,6115.0,M,4837.0,F,203.0,F
1487-133273-0014_5319-64075-0016_1961-149738-0004_93-126209-0023,1487.0,M,5319.0,M,1961.0,F,93.0,F
122-129752-0021_205-159056-0034_3852-175448-0022_54-121080-0049,122.0,M,205.0,F,3852.0,F,54.0,F
8464-282934-0017_835-130876-0054_3549-8890-0035_4013-11734-0043,8464.0,M,835.0,M,3549.0,F,4013.0,M
1460-138290-0029_783-126739-0112_175-129587-0038_5968-55202-0027,1460.0,F,783.0,F,175.0,F,5968.0,F
6788-92420-0032_8824-279153-0032_5062-294700-0006_5519-39478-0064,6788.0,F,8824.0,M,5062.0,F,5519.0,M
949-162667-0016_8008-271811-0027_2110-161102-0025_2294-169656-0012,949.0,M,8008.0,M,2110.0,M,2294.0,M
583-139009-0084_2319-138631-0024_5985-300208-0012_7398-98876-0010,583.0,M,2319.0,M,5985.0,M,7398.0,F
666-11243-0018_7051-259009-0035_7498-99156-0000_4490-16002-0014,666.0,F,7051.0,M,7498.0,F,4490.0,F
1028-133393-0036_7229-80656-0012_7981-112057-0032_8138-287657-0039,1028.0,M,7229.0,F,7981.0,M,8138.0,M
7314-77782-0032_5802-76044-0052_922-132300-0002_8176-115046-0007,7314.0,M,5802.0,M,922.0,M,8176.0,M
4856-20410-0066_3482-170453-0000_511-131228-0036_2673-162129-0024,4856.0,M,3482.0,F,511.0,M,2673.0,M
2999-156967-0041_5914-52087-0001_7258-91905-0019_6160-44912-0020,2999.0,M,5914.0,M,7258.0,M,6160.0,F
