mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
954-130627-0085_1417-1532-0012_5448-19208-0051,954.0,M,1417.0,F,5448.0,M
984-137154-0060_1335-27593-0004_1050-134121-0003,984.0,M,1335.0,F,1050.0,F
7991-102381-0113_3380-64300-0002_4044-9010-0110,7991.0,M,3380.0,F,4044.0,F
7245-104890-0009_475-125002-0028_1212-185485-0027,7245.0,F,475.0,M,1212.0,F
7594-91192-0025_3072-155949-0034_4590-18004-0032,7594.0,F,3072.0,M,4590.0,M
3493-46712-0018_8506-287659-0030_216-122451-0054,3493.0,F,8506.0,F,216.0,M
834-130870-0027_2039-141208-0048_7145-87280-0084,834.0,F,2039.0,M,7145.0,F
7145-87280-0014_7276-284424-0052_373-130974-0005,7145.0,F,7276.0,F,373.0,F
1195-130164-0000_1387-130993-0032_8820-294114-0040,1195.0,F,1387.0,M,8820.0,M
159-121891-0007_4800-73728-0040_820-123135-0035,159.0,M,4800.0,F,820.0,M
835-130876-0044_986-129388-0100_2498-134785-0023,835.0,M,986.0,M,2498.0,F
3187-168497-0041_764-132280-0043_3072-155949-0013,3187.0,M,764.0,M,3072.0,M
8855-302395-0008_2110-161100-0024_6206-14960-0045,8855.0,M,2110.0,M,6206.0,F
7553-101289-0028_1337-10673-0007_2827-170440-0003,7553.0,M,1337.0,M,2827.0,M
101-126859-0031_4967-3586-0007_3185-163505-0041,101.0,M,4967.0,F,3185.0,M
278-127215-0072_4110-11528-0046_4590-18005-0037,278.0,F,4110.0,M,4590.0,M
2532-154838-0007_3025-12971-0010_369-125882-0009,2532.0,F,3025.0,F,369.0,M
3972-5791-0024_8506-287659-0020_369-125883-0062,3972.0,F,8506.0,F,369.0,M
7318-96151-0034_1943-138033-0104_5206-19376-0067,7318.0,F,1943.0,M,5206.0,M
2364-131735-0094_7789-258266-0059_6099-69550-0040,2364.0,F,7789.0,F,6099.0,F
5876-8675-0069_6643-67858-0011_1387-134991-0017,5876.0,F,6643.0,F,1387.0,M
1182-133396-0016_1012-133424-0019_5583-41919-0004,1182.0,M,1012.0,F,5583.0,F
5401-39515-0009_899-126233-0052_1425-139290-0034,5401.0,M,899.0,M,1425.0,F
1752-16632-0034_1923-155646-0000_6788-96241-0028,1752.0,F,1923.0,F,6788.0,F
7802-104398-0006_4681-13056-0009_8820-294114-0006,7802.0,F,4681.0,M,8820.0,M
716-129583-0023_176-123271-0012_2688-144987-0017,716.0,M,176.0,M,2688.0,M
8388-278289-0012_1740-141148-0006_2149-8912-0039,8388.0,F,1740.0,F,2149.0,M
4133-6541-0064_2751-142362-0011_6339-65534-0032,4133.0,M,2751.0,F,6339.0,F
8176-115046-0028_6538-81843-0011_7316-10642-0024,8176.0,M,6538.0,M,7316.0,F
224-128660-0035_5386-4145-0026_272-130229-0002,224.0,F,5386.0,M,272.0,M
2334-150915-0019_2240-148522-0027_1903-132499-0079,2334.0,M,2240.0,M,1903.0,M
7297-92812-0015_1944-159227-0020_4108-2777-0000,7297.0,F,1944.0,F,4108.0,M
204-148920-0007_4335-15081-0000_112-121727-0017,204.0,M,4335.0,M,112.0,F
4433-16802-0009_1740-141148-0033_1175-126221-0027,4433.0,M,1740.0,F,1175.0,M
1776-142744-0031_7754-105383-0065_8080-3961-0045,1776.0,M,7754.0,F,8080.0,F
3289-171107-0025_1649-150127-0024_14-212-0022,3289.0,M,1649.0,F,14.0,F
1463-134465-0060_6373-65772-0054_4064-19132-0007,1463.0,F,6373.0,F,4064.0,F
409-124990-0025_8410-278220-0034_1025-92814-0021,409.0,M,8410.0,F,1025.0,M
6924-291608-0017_2654-158744-0058_8705-290363-0042,6924.0,F,2654.0,M,8705.0,M
2427-154673-0004_5293-82020-0076_580-126945-0074,2427.0,M,5293.0,M,580.0,M
1182-134981-0004_4133-6541-0079_1259-137770-0011,1182.0,M,4133.0,M,1259.0,F
5637-41166-0010_38-121024-0022_475-125001-0001,5637.0,M,38.0,M,475.0,M
5570-73848-0024_7802-104394-0023_3905-149791-0006,5570.0,F,7802.0,F,3905.0,F
3513-163606-0013_6696-73296-0037_1060-134451-0083,3513.0,F,6696.0,F,1060.0,F
7030-64588-0074_5093-48377-0005_512-124549-0010,7030.0,M,5093.0,F,512.0,M
8855-283242-0054_56-1731-0015_7777-106367-0015,8855.0,M,56.0,F,7777.0,M
5740-39910-0007_7949-39970-0011_101-126859-0028,5740.0,F,7949.0,M,101.0,M
4358-44937-0066_7117-86710-0009_2113-132485-0037,4358.0,M,7117.0,F,2113.0,M
6352-83633-0037_3852-175448-0029_3927-6557-0066,6352.0,F,3852.0,F,3927.0,M
4356-6506-0041_5809-51163-0034_2971-4275-0064,4356.0,F,5809.0,F,2971.0,M
7949-39970-0041_968-122545-0059_3187-168500-0001,7949.0,M,968.0,F,3187.0,M
1678-142279-0034_1638-84447-0033_2473-157859-0036,1678.0,F,1638.0,M,2473.0,M
54-121080-0021_8722-296473-0004_8699-291107-0047,54.0,F,8722.0,F,8699.0,F
339-132717-0088_5622-44586-0009_3118-5911-0020,339.0,F,5622.0,F,3118.0,M
4290-7622-0033_6505-231836-0036_1379-130530-0021,4290.0,M,6505.0,F,1379.0,M
1603-140931-0012_408-122806-0018_2269-165387-0001,1603.0,M,408.0,F,2269.0,F
7926-254948-0001_3738-164927-0024_81-121543-0039,7926.0,M,3738.0,F,81.0,M
4290-14526-0046_6763-74797-0010_3046-137739-0035,4290.0,M,6763.0,F,3046.0,F
7833-102238-0031_4039-184266-0025_5918-46890-0050,7833.0,M,4039.0,M,5918.0,M
7090-91801-0003_23-124439-0020_716-129581-0009,7090.0,M,23.0,F,716.0,M
8474-281188-0002_3825-134160-0014_22-121140-0010,8474.0,M,3825.0,M,22.0,F
500-125123-0024_5401-39508-0019_1943-138033-0111,500.0,M,5401.0,M,1943.0,M
288-131218-0000_5093-29101-0023_948-132710-0019,288.0,F,5093.0,F,948.0,F
8875-293959-0022_2256-137597-0003_8605-292138-0033,8875.0,M,2256.0,F,8605.0,F
4116-13256-0010_4133-6541-0105_4973-44575-0014,4116.0,F,4133.0,M,4973.0,M
93-123172-0013_3728-105386-0034_949-134657-0024,93.0,F,3728.0,F,949.0,M
7809-108638-0084_6388-64974-0021_5604-26987-0017,7809.0,M,6388.0,F,5604.0,F
7717-104491-0053_8329-279775-0092_3215-5757-0010,7717.0,F,8329.0,F,3215.0,F
8718-295445-0033_2774-131722-0081_8635-295761-0042,8718.0,F,2774.0,M,8635.0,M
56-1732-0020_1482-140071-0010_6877-79973-0021,56.0,F,1482.0,M,6877.0,M
159-135897-0042_5386-4145-0013_4681-13056-0050,159.0,M,5386.0,M,4681.0,M
5093-26496-0000_1769-143485-0058_3889-9914-0004,5093.0,F,1769.0,M,3889.0,F
2397-162253-0024_5935-43322-0033_593-126932-0017,2397.0,M,5935.0,M,593.0,M
7188-82904-0018_5154-26559-0016_5985-300225-0004,7188.0,M,5154.0,F,5985.0,M
829-123192-0011_2060-147963-0022_6157-40556-0041,829.0,F,2060.0,F,6157.0,M
8152-258993-0000_5389-4861-0009_1777-142745-0049,8152.0,M,5389.0,M,1777.0,M
3105-163726-0053_5935-43322-0043_188-135249-0017,3105.0,M,5935.0,M,188.0,F
3119-163519-0028_5604-26956-0014_3945-29110-0018,3119.0,F,5604.0,F,3945.0,M
3728-105398-0064_8329-279775-0076_2769-176263-0029,3728.0,F,8329.0,F,2769.0,M
23-124439-0014_3521-175962-0034_459-127521-0028,23.0,F,3521.0,M,459.0,M
6341-64956-0080_7495-252341-0005_3728-105398-0036,6341.0,F,7495.0,F,3728.0,F
1825-135580-0090_8498-287357-0020_7752-113336-0037,1825.0,F,8498.0,M,7752.0,F
8459-285137-0025_3448-5416-0034_5810-8689-0056,8459.0,M,3448.0,M,5810.0,M
8687-216570-0047_3258-169291-0104_98-121658-0000,8687.0,M,3258.0,F,98.0,F
1061-142358-0008_2581-157857-0012_5448-19208-0024,1061.0,F,2581.0,F,5448.0,M
4116-13265-0017_5147-32135-0040_8410-278217-0059,4116.0,F,5147.0,M,8410.0,F
5656-44577-0003_1825-135580-0077_8887-281472-0044,5656.0,M,1825.0,F,8887.0,M
1093-132891-0105_1337-10673-0042_3389-13248-0007,1093.0,F,1337.0,M,3389.0,M
398-130093-0046_7318-96168-0010_830-130727-0006,398.0,M,7318.0,F,830.0,F
2581-157858-0030_8718-295446-0004_8534-216567-0013,2581.0,F,8718.0,F,8534.0,M
8635-295761-0025_2411-132532-0043_1705-142318-0019,8635.0,M,2411.0,F,1705.0,F
7445-94522-0037_3645-186230-0004_492-131899-0003,7445.0,F,3645.0,F,492.0,M
188-141613-0027_5984-56840-0004_4145-14013-0024,188.0,F,5984.0,F,4145.0,F
667-158816-0010_1417-1536-0010_596-139612-0002,667.0,F,1417.0,F,596.0,F
581-126955-0096_3686-171134-0038_7540-101262-0024,581.0,M,3686.0,M,7540.0,M
335-125951-0002_8527-281132-0010_3923-174992-0019,335.0,M,8527.0,M,3923.0,M
5157-47239-0005_5724-13364-0035_6426-64292-0005,5157.0,M,5724.0,F,6426.0,F
3180-138043-0045_2113-132484-0033_6373-65772-0075,3180.0,M,2113.0,M,6373.0,F
3869-699-0037_8266-258262-0005_3340-170982-0001,3869.0,M,8266.0,M,3340.0,M
1769-143485-0046_2581-157858-0024_4054-11077-0072,1769.0,M,2581.0,F,4054.0,M
724-123285-0037_4434-73958-0060_4495-18533-0029,724.0,M,4434.0,F,4495.0,M
948-132705-0027_1445-139387-0023_1571-138486-0015,948.0,F,1445.0,M,1571.0,M
594-127732-0009_3989-182389-0023_1752-16632-0009,594.0,M,3989.0,M,1752.0,F
7145-87280-0005_5809-51162-0013_6686-216563-0075,7145.0,F,5809.0,F,6686.0,M
6518-66464-0020_8225-274374-0025_6060-58090-0002,6518.0,F,8225.0,M,6060.0,M
4363-14936-0071_5570-73847-0000_5583-38026-0016,4363.0,F,5570.0,F,5583.0,F
583-139009-0060_1165-135216-0040_2427-154736-0014,583.0,M,1165.0,M,2427.0,M
2827-170438-0019_2498-134816-0034_2427-154671-0010,2827.0,M,2498.0,F,2427.0,M
337-123033-0023_8118-114476-0014_8176-115046-0017,337.0,F,8118.0,F,8176.0,M
6505-231836-0006_1313-135020-0046_90-121085-0027,6505.0,F,1313.0,M,90.0,M
2334-150915-0049_4860-13185-0028_667-105002-0011,2334.0,M,4860.0,M,667.0,F
7540-101799-0041_1212-14653-0018_2397-162238-0043,7540.0,M,1212.0,F,2397.0,M
4039-184264-0019_7245-104890-0067_3513-163607-0023,4039.0,M,7245.0,F,3513.0,F
64-76973-0034_353-128309-0042_8195-117382-0114,64.0,F,353.0,M,8195.0,M
1195-37134-0011_6075-57156-0037_4290-14526-0002,1195.0,F,6075.0,M,4290.0,M
6189-21305-0004_8643-269254-0000_8776-270778-0038,6189.0,F,8643.0,M,8776.0,F
112-121671-0029_806-123715-0013_479-134717-0004,112.0,F,806.0,M,479.0,F
2929-85685-0038_1944-159228-0031_8190-284434-0012,2929.0,M,1944.0,F,8190.0,F
803-139752-0003_8718-295446-0024_7475-232691-0003,803.0,M,8718.0,F,7475.0,M
329-861-0020_7982-245691-0023_7833-102238-0019,329.0,M,7982.0,F,7833.0,M
6341-64956-0059_5635-44582-0031_1031-133220-0005,6341.0,F,5635.0,M,1031.0,F
8097-108005-0037_272-130226-0001_1571-141320-0039,8097.0,F,272.0,M,1571.0,M
1734-142311-0047_984-137141-0040_2269-165387-0025,1734.0,F,984.0,M,2269.0,F
1472-139797-0027_2427-154736-0000_240-144999-0011,1472.0,F,2427.0,M,240.0,M
6727-10344-0037_2137-131751-0003_7145-87280-0028,6727.0,M,2137.0,M,7145.0,F
815-130105-0004_207-131203-0032_5968-61356-0021,815.0,M,207.0,M,5968.0,F
5975-54006-0082_3230-137483-0011_4733-6398-0065,5975.0,M,3230.0,M,4733.0,M
666-11243-0058_2204-131732-0002_7777-106367-0039,666.0,F,2204.0,F,7777.0,M
549-126410-0057_1445-139397-0014_272-130225-0006,549.0,F,1445.0,M,272.0,M
5400-34479-0026_6341-64956-0034_6509-76574-0036,5400.0,F,6341.0,F,6509.0,F
1079-128632-0044_7416-103126-0062_2401-144485-0064,1079.0,F,7416.0,F,2401.0,F
8266-279363-0017_398-130093-0043_7766-109658-0052,8266.0,M,398.0,M,7766.0,F
7384-84010-0003_3866-9920-0016_464-126794-0010,7384.0,F,3866.0,M,464.0,M
7766-109658-0029_7095-88483-0003_8713-302111-0008,7766.0,F,7095.0,M,8713.0,M
8138-287657-0029_7286-92935-0007_476-134312-0034,8138.0,M,7286.0,F,476.0,M
2494-156017-0004_203-132073-0022_3733-140718-0050,2494.0,M,203.0,F,3733.0,F
4278-187018-0008_2562-157263-0015_5242-35926-0015,4278.0,M,2562.0,M,5242.0,M
3001-160952-0050_922-132300-0009_6458-232057-0082,3001.0,F,922.0,M,6458.0,M
7383-95441-0040_225-131276-0018_2999-156967-0016,7383.0,F,225.0,F,2999.0,M
5656-44577-0027_3866-9919-0002_606-121661-0042,5656.0,M,3866.0,M,606.0,M
576-129623-0083_5154-6174-0006_6269-66176-0020,576.0,F,5154.0,F,6269.0,M
3889-9915-0015_5092-28465-0002_2853-164188-0015,3889.0,F,5092.0,M,2853.0,F
7733-106800-0023_7478-98645-0061_4260-176854-0040,7733.0,F,7478.0,M,4260.0,F
1241-121106-0014_6637-69607-0022_318-124224-0014,1241.0,F,6637.0,F,318.0,F
6269-66184-0026_1387-134991-0023_6038-56777-0025,6269.0,M,1387.0,M,6038.0,F
5622-44585-0019_8875-293959-0020_3851-9210-0013,5622.0,F,8875.0,M,3851.0,F
1012-133424-0038_3070-166420-0048_1460-138289-0010,1012.0,F,3070.0,M,1460.0,F
7647-102250-0062_957-130588-0042_2816-4136-0020,7647.0,M,957.0,M,2816.0,M
1390-130495-0008_1283-129808-0052_1607-150715-0035,1390.0,F,1283.0,M,1607.0,M
242-122627-0032_1264-135033-0003_7478-98644-0031,242.0,F,1264.0,M,7478.0,M
8050-110238-0075_242-126842-0028_1425-139291-0023,8050.0,M,242.0,F,1425.0,F
664-129011-0044_7120-118112-0018_2481-156738-0010,664.0,F,7120.0,F,2481.0,F
7867-110742-0052_2790-142824-0126_3537-5704-0050,7867.0,M,2790.0,F,3537.0,F
2971-4275-0025_5489-10988-0006_8404-282926-0009,2971.0,M,5489.0,F,8404.0,F
1311-134170-0000_688-46588-0000_3230-137483-0067,1311.0,M,688.0,F,3230.0,M
9022-282383-0051_1603-139324-0008_7802-104394-0031,9022.0,F,1603.0,M,7802.0,F
6233-61743-0002_7285-72200-0001_2827-170438-0043,6233.0,F,7285.0,F,2827.0,M
5333-37092-0002_6235-36641-0096_3977-185457-0029,5333.0,M,6235.0,F,3977.0,M
472-129979-0009_803-139752-0029_899-126232-0029,472.0,F,803.0,M,899.0,M
1482-140071-0000_7061-88086-0034_8113-301693-0035,1482.0,M,7061.0,M,8113.0,F
4145-14013-0034_6550-65820-0020_93-126209-0030,4145.0,F,6550.0,M,93.0,F
249-121331-0071_8300-275127-0028_5190-87791-0039,249.0,M,8300.0,F,5190.0,M
1264-129805-0027_3114-170976-0021_5319-84357-0013,1264.0,M,3114.0,M,5319.0,M
4806-26895-0021_1212-185485-0028_4800-73729-0006,4806.0,M,1212.0,F,4800.0,F
3866-173230-0023_1224-121064-0089_4331-57179-0028,3866.0,M,1224.0,F,4331.0,F
6098-57836-0003_4595-45204-0029_115-121896-0004,6098.0,M,4595.0,M,115.0,F
6924-291608-0016_7789-103120-0021_1313-136054-0014,6924.0,F,7789.0,F,1313.0,M
594-127731-0034_2085-147968-0005_4806-26895-0029,594.0,M,2085.0,F,4806.0,M
6104-58845-0050_1845-147962-0025_166-122789-0012,6104.0,F,1845.0,F,166.0,F
882-123267-0029_7285-72207-0005_3228-4687-0039,882.0,F,7285.0,F,3228.0,F
2787-157400-0045_6497-234106-0016_227-126539-0018,2787.0,M,6497.0,M,227.0,F
5883-59268-0084_7051-259009-0049_1392-135659-0001,5883.0,M,7051.0,M,1392.0,M
2674-155968-0050_8142-110520-0023_1383-130533-0030,2674.0,M,8142.0,M,1383.0,M
56-1733-0024_7437-96157-0023_8772-295710-0000,56.0,F,7437.0,M,8772.0,M
1535-141644-0052_175-129587-0027_7766-109658-0058,1535.0,M,175.0,F,7766.0,F
6567-53342-0026_3380-6175-0004_1752-16632-0026,6567.0,F,3380.0,F,1752.0,F
3549-8890-0024_1289-288043-0045_318-124224-0026,3549.0,F,1289.0,F,318.0,F
5139-61422-0024_3448-5417-0014_8080-3961-0049,5139.0,F,3448.0,M,8080.0,F
949-134657-0017_2319-138656-0015_3927-6557-0006,949.0,M,2319.0,M,3927.0,M
6828-64738-0032_2397-162239-0031_9026-282386-0015,6828.0,F,2397.0,M,9026.0,F
4108-12546-0023_8705-290363-0021_8006-112592-0031,4108.0,M,8705.0,M,8006.0,M
1316-132782-0024_7437-96157-0006_7134-67200-0020,1316.0,M,7437.0,M,7134.0,M
2531-156720-0000_606-121661-0031_1509-143477-0032,2531.0,M,606.0,M,1509.0,F
7285-72200-0057_1903-132499-0007_6037-59239-0013,7285.0,F,1903.0,M,6037.0,M
1913-147990-0001_1289-288043-0013_549-126410-0070,1913.0,M,1289.0,F,549.0,F
217-122443-0001_8848-293957-0057_4356-6506-0069,217.0,F,8848.0,M,4356.0,F
278-127215-0092_6788-96241-0030_6426-64291-0023,278.0,F,6788.0,F,6426.0,F
1705-142318-0086_7011-66622-0037_3370-756-0017,1705.0,F,7011.0,M,3370.0,M
698-122876-0017_8771-294523-0010_1343-158781-0005,698.0,F,8771.0,F,1343.0,F
7339-86804-0010_157-126796-0030_1509-143477-0043,7339.0,M,157.0,M,1509.0,F
5802-76044-0034_699-132864-0027_210-129396-0001,5802.0,M,699.0,F,210.0,M
4744-4158-0031_2929-85685-0081_7229-80656-0003,4744.0,F,2929.0,M,7229.0,F
2256-137627-0032_664-129011-0061_1903-132499-0053,2256.0,F,664.0,F,1903.0,M
8396-120282-0005_1296-138074-0028_1827-143625-0016,8396.0,M,1296.0,F,1827.0,M
1571-141320-0037_3171-68344-0059_7739-107483-0003,1571.0,M,3171.0,M,7739.0,F
7874-110243-0072_1046-133225-0021_6575-67592-0052,7874.0,M,1046.0,M,6575.0,M
2074-147193-0003_5062-294700-0033_820-123135-0039,2074.0,M,5062.0,F,820.0,M
5975-54006-0057_6509-76574-0001_7241-90852-0013,5975.0,M,6509.0,F,7241.0,M
5039-1189-0014_3187-168497-0021_4238-12538-0048,5039.0,F,3187.0,M,4238.0,F
2285-124595-0010_1195-130164-0027_667-105002-0013,2285.0,M,1195.0,F,667.0,F
612-121760-0029_2230-132101-0037_806-123715-0030,612.0,F,2230.0,F,806.0,M
6080-233342-0035_7145-87280-0088_2045-158081-0003,6080.0,M,7145.0,F,2045.0,M
2532-157475-0004_6352-83633-0022_7816-108620-0029,2532.0,F,6352.0,F,7816.0,F
5583-41259-0019_98-121658-0055_835-130876-0010,5583.0,F,98.0,F,835.0,M
7520-258986-0058_8820-294120-0018_476-134312-0004,7520.0,M,8820.0,M,476.0,M
5190-87766-0035_8722-296473-0003_2201-160438-0005,5190.0,M,8722.0,F,2201.0,M
3215-5758-0033_1914-121449-0009_6643-67851-0012,3215.0,F,1914.0,M,6643.0,F
7475-232691-0009_3228-4690-0013_8266-279363-0010,7475.0,M,3228.0,F,8266.0,M
5062-294697-0003_1826-139361-0052_1112-1043-0026,5062.0,F,1826.0,M,1112.0,M
3493-17615-0006_2162-185436-0021_2785-154284-0019,3493.0,F,2162.0,M,2785.0,F
1226-141268-0043_7995-276908-0028_7962-110061-0065,1226.0,M,7995.0,F,7962.0,F
5684-46240-0008_203-132073-0031_4246-12544-0029,5684.0,F,203.0,F,4246.0,M
7120-118112-0005_7949-39970-0100_8142-3967-0020,7120.0,F,7949.0,M,8142.0,M
5538-70919-0032_6406-89940-0045_5513-39476-0051,5538.0,F,6406.0,F,5513.0,M
2397-162239-0000_3615-14674-0019_1322-137589-0055,2397.0,M,3615.0,F,1322.0,M
3790-140725-0044_6673-72311-0016_6509-67147-0031,3790.0,F,6673.0,F,6509.0,F
764-132272-0023_5570-73846-0009_4278-13270-0009,764.0,M,5570.0,F,4278.0,M
126-122467-0055_22-121148-0017_8006-112593-0019,126.0,F,22.0,F,8006.0,M
4519-80189-0045_6499-87508-0014_7939-120330-0008,4519.0,F,6499.0,M,7939.0,M
8820-294113-0013_5448-19208-0025_6371-63713-0040,8820.0,M,5448.0,M,6371.0,F
781-127518-0025_6877-79973-0029_1456-130545-0001,781.0,M,6877.0,M,1456.0,M
5918-46890-0071_3482-170453-0054_5655-46268-0000,5918.0,M,3482.0,F,5655.0,F
8028-233382-0036_3876-174960-0003_899-126232-0010,8028.0,M,3876.0,F,899.0,M
7881-109662-0038_5206-19376-0002_6206-14958-0003,7881.0,M,5206.0,M,6206.0,F
1845-145083-0032_3790-39761-0035_28-12332-0014,1845.0,F,3790.0,F,28.0,F
6673-72311-0044_3922-715-0000_511-131228-0046,6673.0,F,3922.0,F,511.0,M
434-132649-0027_7188-82904-0040_8190-284433-0014,434.0,F,7188.0,M,8190.0,F
7484-39971-0081_593-126932-0026_6104-58845-0029,7484.0,M,593.0,M,6104.0,F
512-124549-0061_2570-157243-0020_7258-91902-0021,512.0,M,2570.0,F,7258.0,M
1933-146437-0053_4133-6541-0061_7967-117095-0045,1933.0,F,4133.0,M,7967.0,F
1509-145742-0025_1425-139297-0024_8619-291379-0005,1509.0,F,1425.0,F,8619.0,M
434-132644-0023_3686-171133-0058_1748-1560-0010,434.0,F,3686.0,M,1748.0,M
3224-168198-0008_7316-10642-0052_3825-134148-0000,3224.0,F,7316.0,F,3825.0,M
8527-281131-0043_2053-138901-0040_1913-143521-0014,8527.0,M,2053.0,F,1913.0,M
8879-300343-0044_2074-159371-0019_8742-245708-0056,8879.0,M,2074.0,M,8742.0,M
340-124368-0091_1607-149245-0030_835-130876-0031,340.0,M,1607.0,M,835.0,M
7540-101258-0007_6300-39661-0005_4289-21393-0064,7540.0,M,6300.0,F,4289.0,F
203-132073-0025_3546-9342-0029_8011-291458-0026,203.0,F,3546.0,F,8011.0,M
7120-76055-0014_5868-55088-0022_979-128677-0002,7120.0,F,5868.0,M,979.0,F
4860-13185-0034_6550-53320-0015_5513-39476-0021,4860.0,M,6550.0,M,5513.0,M
5684-46243-0004_6865-95959-0000_1933-146437-0062,5684.0,F,6865.0,F,1933.0,F
7437-99249-0036_1283-129808-0004_55-121068-0072,7437.0,M,1283.0,M,55.0,M
1323-138548-0017_3046-137739-0009_637-127595-0017,1323.0,M,3046.0,F,637.0,M
4629-19366-0067_3864-185126-0025_5386-8684-0028,4629.0,M,3864.0,M,5386.0,M
7910-80534-0014_2294-161714-0009_497-129325-0057,7910.0,F,2294.0,M,497.0,M
1639-133290-0058_6373-65772-0094_6877-79973-0014,1639.0,M,6373.0,F,6877.0,M
4734-220951-0028_7538-100043-0013_829-123192-0031,4734.0,M,7538.0,M,829.0,F
3869-700-0031_7478-98644-0047_639-124526-0006,3869.0,M,7478.0,M,639.0,M
209-4733-0032_3483-174132-0027_1460-138289-0041,209.0,F,3483.0,M,1460.0,F
8011-291458-0006_126-122467-0004_340-124368-0040,8011.0,M,126.0,F,340.0,M
1322-137589-0018_1571-141320-0009_2758-86588-0012,1322.0,M,1571.0,M,2758.0,F
7011-66622-0044_3274-167023-0040_559-126296-0018,7011.0,M,3274.0,M,559.0,M
3008-164327-0043_2256-137627-0019_2592-5341-0039,3008.0,F,2256.0,F,2592.0,F
3584-178748-0023_6160-44912-0041_9023-296468-0028,3584.0,F,6160.0,F,9023.0,F
2364-131735-0003_1392-128226-0005_4681-13056-0025,2364.0,F,1392.0,M,4681.0,M
8605-276939-0003_4590-18006-0013_6300-39661-0032,8605.0,F,4590.0,M,6300.0,F
6167-73973-0001_4425-14497-0069_7730-304535-0046,6167.0,F,4425.0,M,7730.0,F
2229-152842-0039_3490-177627-0008_3733-140718-0042,2229.0,M,3490.0,M,3733.0,F
7437-117899-0005_6683-63841-0019_5776-46889-0016,7437.0,M,6683.0,F,5776.0,M
8066-290047-0017_1800-142858-0046_7802-104394-0022,8066.0,M,1800.0,F,7802.0,F
6395-86708-0015_5389-4861-0076_3185-163507-0033,6395.0,M,5389.0,M,3185.0,M
3328-168626-0020_8347-258283-0066_7313-91072-0010,3328.0,M,8347.0,M,7313.0,M
6637-69607-0047_5400-34478-0001_380-129066-0061,6637.0,F,5400.0,F,380.0,F
1639-133290-0003_472-129979-0011_5604-26987-0002,1639.0,M,472.0,F,5604.0,F
8605-292138-0028_3914-10089-0004_4846-18524-0075,8605.0,F,3914.0,M,4846.0,F
17-362-0038_7515-220979-0005_8119-115686-0047,17.0,M,7515.0,F,8119.0,M
1987-144135-0090_8396-120280-0017_14-208-0000,1987.0,M,8396.0,M,14.0,F
7247-94108-0005_7730-304541-0006_2785-154282-0002,7247.0,M,7730.0,F,2785.0,F
2512-157242-0058_7085-75807-0003_2074-159371-0007,2512.0,F,7085.0,M,2074.0,M
2823-160964-0013_525-126965-0068_7134-67233-0076,2823.0,M,525.0,F,7134.0,M
4438-52195-0018_7802-104394-0007_7478-98645-0027,4438.0,M,7802.0,F,7478.0,M
7495-252341-0000_2388-153731-0025_2149-36146-0021,7495.0,F,2388.0,M,2149.0,M
6339-65554-0054_4806-26894-0065_2816-4136-0052,6339.0,F,4806.0,M,2816.0,M
5093-48377-0022_6924-114452-0021_3728-105398-0026,5093.0,F,6924.0,F,3728.0,F
1028-133393-0008_671-131040-0047_8742-245708-0048,1028.0,M,671.0,M,8742.0,M
6505-231836-0029_8527-281131-0066_5139-30105-0029,6505.0,F,8527.0,M,5139.0,F
2498-134816-0039_362-123049-0009_216-122451-0064,2498.0,F,362.0,F,216.0,M
4945-29090-0004_561-126312-0005_711-187466-0043,4945.0,M,561.0,M,711.0,M
8479-276730-0057_1224-121064-0087_5386-8684-0018,8479.0,M,1224.0,F,5386.0,M
6317-54487-0095_1316-132800-0005_7294-86026-0025,6317.0,F,1316.0,M,7294.0,F
1349-135892-0044_1093-132891-0050_23-124439-0055,1349.0,M,1093.0,F,23.0,F
5261-19373-0014_8138-287657-0000_98-199-0017,5261.0,M,8138.0,M,98.0,F
716-129583-0034_6904-262305-0018_1547-130184-0021,716.0,M,6904.0,F,1547.0,F
8575-290350-0027_6497-234067-0023_8506-293168-0024,8575.0,M,6497.0,M,8506.0,F
4592-22178-0013_4590-18004-0018_454-134728-0017,4592.0,F,4590.0,M,454.0,M
8494-244431-0043_1777-142745-0036_6494-60800-0038,8494.0,M,1777.0,M,6494.0,M
472-129994-0006_7932-93470-0037_4427-20028-0009,472.0,F,7932.0,F,4427.0,F
583-139009-0043_1446-122614-0066_4148-183988-0015,583.0,M,1446.0,M,4148.0,M
38-121024-0061_1265-135635-0040_8075-279233-0029,38.0,M,1265.0,M,8075.0,F
3703-73732-0014_7011-66622-0060_2110-161102-0016,3703.0,F,7011.0,M,2110.0,M
3070-166421-0014_6167-73973-0039_4535-279849-0026,3070.0,M,6167.0,F,4535.0,M
1265-135636-0033_210-129396-0070_1323-149236-0023,1265.0,M,210.0,M,1323.0,M
3008-164328-0036_339-132718-0032_8824-279153-0070,3008.0,F,339.0,F,8824.0,M
3446-176270-0012_6620-283138-0012_3294-167597-0031,3446.0,F,6620.0,F,3294.0,F
6120-14976-0011_3258-169291-0010_7090-91801-0094,6120.0,F,3258.0,F,7090.0,M
6395-86708-0034_4839-15307-0045_337-123025-0032,6395.0,M,4839.0,F,337.0,F
4290-14526-0065_6782-61316-0053_4731-58193-0029,4290.0,M,6782.0,F,4731.0,F
