mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
1502-122619-0067_6209-34599-0021_5463-39174-0033,1502.0,F,6209.0,M,5463.0,M
2384-152900-0061_83-9960-0047_7780-274562-0024,2384.0,M,83.0,F,7780.0,F
1088-134315-0054_4813-248641-0020_5339-14133-0041,1088.0,F,4813.0,M,5339.0,F
8629-261140-0031_1737-142397-0024_426-122821-0011,8629.0,M,1737.0,F,426.0,F
5514-19192-0048_5022-29411-0044_458-126305-0027,5514.0,F,5022.0,F,458.0,M
3699-19402-0023_426-122821-0012_2989-138035-0075,3699.0,M,426.0,F,2989.0,F
254-145458-0021_5022-29405-0018_426-122821-0035,254.0,M,5022.0,F,426.0,F
3983-5331-0015_3235-28452-0023_5022-29411-0026,3983.0,F,3235.0,F,5022.0,F
7113-86041-0015_83-9960-0003_40-121026-0002,7113.0,F,83.0,F,40.0,F
3440-171009-0037_6531-61334-0065_8975-270782-0107,3440.0,F,6531.0,F,8975.0,F
8419-293469-0016_4441-76262-0001_1246-124548-0011,8419.0,M,4441.0,M,1246.0,F
1867-154075-0035_8465-246947-0022_211-122425-0043,1867.0,M,8465.0,F,211.0,F
831-130739-0056_8226-274371-0001_7517-100442-0008,831.0,M,8226.0,M,7517.0,F
7780-274562-0009_8609-262281-0026_4640-19189-0008,7780.0,F,8609.0,M,4640.0,F
2092-145709-0002_19-227-0072_8419-293473-0019,2092.0,F,19.0,F,8419.0,M
39-121916-0017_1963-142393-0000_1723-141149-0072,39.0,F,1963.0,F,1723.0,M
2691-156755-0003_198-126831-0032_2989-138028-0022,2691.0,F,198.0,F,2989.0,F
1992-141719-0015_125-121124-0010_302-123516-0025,1992.0,F,125.0,F,302.0,F
4088-158079-0007_89-219-0055_8468-286673-0038,4088.0,F,89.0,F,8468.0,F
201-127786-0056_7367-86737-0085_909-131041-0001,201.0,M,7367.0,M,909.0,M
7447-91187-0001_60-121082-0044_8419-286676-0011,7447.0,M,60.0,M,8419.0,M
6437-66172-0011_8312-279790-0014_2817-142371-0051,6437.0,M,8312.0,F,2817.0,F
7800-283492-0039_3214-167606-0024_3983-5371-0027,7800.0,F,3214.0,M,3983.0,F
26-496-0025_7505-258958-0003_5049-25947-0085,26.0,M,7505.0,M,5049.0,M
2893-139322-0040_233-155990-0029_2691-156745-0015,2893.0,M,233.0,M,2691.0,F
250-142276-0012_6925-80680-0031_1926-143879-0045,250.0,F,6925.0,M,1926.0,F
2002-139469-0100_2182-181173-0013_2817-142371-0034,2002.0,M,2182.0,F,2817.0,F
298-126791-0056_4018-103416-0011_405-130894-0025,298.0,F,4018.0,M,405.0,M
3699-47246-0008_3807-4955-0039_5703-47198-0029,3699.0,M,3807.0,M,5703.0,M
4481-17499-0019_625-132112-0025_1553-140048-0039,4481.0,F,625.0,M,1553.0,F
4813-248638-0039_8419-293469-0002_2691-156745-0016,4813.0,M,8419.0,M,2691.0,F
198-209-0001_26-496-0024_6078-54007-0041,198.0,F,26.0,M,6078.0,F
4137-11702-0042_5561-41615-0045_1970-28415-0001,4137.0,F,5561.0,F,1970.0,F
911-128684-0038_1723-141149-0001_226-122538-0017,911.0,M,1723.0,M,226.0,F
311-124404-0081_1841-179183-0031_4297-13006-0006,311.0,M,1841.0,F,4297.0,F
5339-14134-0073_405-130894-0063_1926-147987-0018,5339.0,F,405.0,M,1926.0,F
5322-7679-0027_5652-39938-0016_4088-158077-0056,5322.0,M,5652.0,F,4088.0,F
6925-80680-0015_1737-148989-0039_2514-149482-0086,6925.0,M,1737.0,F,2514.0,M
8324-286681-0002_2289-152253-0025_2911-7601-0009,8324.0,F,2289.0,M,2911.0,M
839-130898-0067_4441-76250-0036_8629-261139-0040,839.0,M,4441.0,M,8629.0,M
5049-25947-0014_3374-298026-0002_460-172357-0016,5049.0,M,3374.0,M,460.0,M
3983-5371-0052_7190-90543-0027_1963-142776-0022,3983.0,F,7190.0,M,1963.0,F
8108-280354-0029_6415-116629-0010_198-126831-0045,8108.0,M,6415.0,F,198.0,F
7226-86964-0004_911-130578-0002_4406-16882-0055,7226.0,M,911.0,M,4406.0,M
298-126790-0017_1334-135589-0060_374-180299-0043,298.0,F,1334.0,M,374.0,M
89-219-0032_4340-15220-0062_4640-19188-0023,89.0,F,4340.0,F,4640.0,F
83-11691-0018_254-127705-0005_19-198-0001,83.0,F,254.0,M,19.0,F
5049-25947-0094_5703-47198-0015_3699-19401-0012,5049.0,M,5703.0,M,3699.0,M
3982-182255-0019_4362-15663-0015_8098-278278-0017,3982.0,F,4362.0,F,8098.0,M
298-126791-0019_8226-274369-0019_2952-410-0033,298.0,F,8226.0,M,2952.0,M
3374-298032-0039_6019-3185-0056_2182-150130-0031,3374.0,M,6019.0,M,2182.0,F
6454-93938-0028_6925-80680-0030_6415-111615-0025,6454.0,M,6925.0,M,6415.0,F
6880-216547-0094_4051-11218-0040_226-122538-0022,6880.0,M,4051.0,F,226.0,F
60-121082-0005_909-131045-0024_1737-146161-0014,60.0,M,909.0,M,1737.0,F
2514-149482-0029_2196-174172-0041_3723-171115-0005,2514.0,M,2196.0,F,3723.0,M
4397-15666-0015_248-130644-0004_26-495-0064,4397.0,M,248.0,F,26.0,M
4441-76250-0035_6385-34669-0022_8312-279791-0049,4441.0,M,6385.0,F,8312.0,F
2952-408-0020_40-222-0065_6385-220959-0041,2952.0,M,40.0,F,6385.0,F
1502-122619-0024_6836-61804-0015_4051-10927-0025,1502.0,F,6836.0,M,4051.0,F
8465-246940-0007_1447-130552-0005_7635-105661-0006,8465.0,F,1447.0,F,7635.0,F
3112-9555-0034_2836-5355-0028_5808-54425-0024,3112.0,F,2836.0,F,5808.0,M
8088-284756-0071_7505-258964-0003_8580-287363-0003,8088.0,M,7505.0,M,8580.0,M
5750-100289-0061_1963-142776-0006_332-128985-0031,5750.0,M,1963.0,F,332.0,M
26-496-0001_3723-171115-0035_3235-28452-0003,26.0,M,3723.0,M,3235.0,F
6848-252323-0001_6078-54013-0015_298-126791-0009,6848.0,M,6078.0,F,298.0,F
5678-43302-0019_2007-132570-0019_7226-86965-0046,5678.0,M,2007.0,F,7226.0,M
6019-3185-0037_4018-107338-0014_1867-154071-0023,6019.0,M,4018.0,M,1867.0,M
5778-12761-0020_322-124147-0035_8123-275209-0004,5778.0,F,322.0,F,8123.0,F
8975-270782-0043_3982-178459-0015_3374-298025-0004,8975.0,F,3982.0,F,3374.0,M
1578-6379-0025_481-123720-0081_4018-107312-0013,1578.0,F,481.0,M,4018.0,M
7178-34644-0028_4297-13006-0035_4267-72637-0009,7178.0,F,4297.0,F,4267.0,M
26-495-0014_403-128339-0044_446-123501-0031,26.0,M,403.0,F,446.0,M
7447-91187-0044_7780-274562-0028_8324-286683-0036,7447.0,M,7780.0,F,8324.0,F
328-129766-0067_5456-62043-0011_374-180299-0016,328.0,F,5456.0,M,374.0,M
7511-102420-0040_8088-284756-0074_3857-180923-0022,7511.0,F,8088.0,M,3857.0,M
1246-124548-0043_6064-56165-0036_7511-102420-0033,1246.0,F,6064.0,F,7511.0,F
7367-86737-0037_1363-135842-0045_730-358-0000,7367.0,M,1363.0,F,730.0,F
1069-133699-0004_8238-274553-0057_7226-86965-0042,1069.0,F,8238.0,F,7226.0,M
2989-138035-0024_2391-145015-0110_5688-15787-0042,2989.0,F,2391.0,F,5688.0,F
39-121916-0018_374-180298-0052_7635-105409-0014,39.0,F,374.0,M,7635.0,F
27-124992-0060_1970-28415-0000_8063-274115-0014,27.0,M,1970.0,F,8063.0,M
248-130652-0004_3879-174923-0028_7278-104730-0012,248.0,F,3879.0,F,7278.0,M
6476-96661-0012_1992-141719-0049_2910-131096-0061,6476.0,F,1992.0,F,2910.0,F
6836-76549-0012_4481-17499-0031_2002-139469-0045,6836.0,M,4481.0,F,2002.0,M
446-123501-0037_2691-156745-0032_4340-15220-0058,446.0,M,2691.0,F,4340.0,F
1447-130552-0017_3879-173592-0028_831-130746-0016,1447.0,F,3879.0,F,831.0,M
8797-294123-0000_7511-102419-0020_60-121082-0092,8797.0,M,7511.0,F,60.0,M
1263-141777-0007_311-124404-0037_5163-18515-0006,1263.0,F,311.0,M,5163.0,F
233-134440-0038_839-130898-0075_8838-298546-0005,233.0,M,839.0,M,8838.0,M
60-121082-0043_4830-25898-0032_909-131045-0036,60.0,M,4830.0,M,909.0,M
8468-295198-0022_27-123349-0024_1081-125237-0095,8468.0,F,27.0,M,1081.0,M
2384-152900-0000_4014-186175-0008_3436-172171-0007,2384.0,M,4014.0,M,3436.0,M
5104-33407-0035_1743-142914-0011_27-124992-0070,5104.0,M,1743.0,M,27.0,M
4397-15678-0017_8468-286673-0026_6385-34655-0028,4397.0,M,8468.0,F,6385.0,F
2159-179156-0009_5867-48852-0111_669-129061-0036,2159.0,M,5867.0,F,669.0,F
7780-274562-0001_6209-34599-0025_7264-92316-0028,7780.0,F,6209.0,M,7264.0,M
8063-274117-0029_233-134440-0009_3374-298026-0018,8063.0,M,233.0,M,3374.0,M
118-47824-0066_8465-246947-0015_2989-138028-0056,118.0,M,8465.0,F,2989.0,F
87-121553-0090_8465-246940-0025_5022-29411-0017,87.0,F,8465.0,F,5022.0,F
6437-66173-0024_1183-128659-0003_6454-120342-0013,6437.0,M,1183.0,F,6454.0,M
2159-179156-0007_4898-28461-0062_625-132112-0044,2159.0,M,4898.0,M,625.0,M
2136-5147-0008_1624-168623-0023_5339-14134-0029,2136.0,M,1624.0,M,5339.0,F
3168-173565-0033_6848-252322-0001_1594-135914-0008,3168.0,M,6848.0,M,1594.0,M
8419-293473-0001_3723-171115-0026_7226-86964-0053,8419.0,M,3723.0,M,7226.0,M
302-123523-0008_2136-5147-0004_2002-139469-0110,302.0,F,2136.0,M,2002.0,M
7517-100442-0031_839-130898-0078_6209-34599-0000,7517.0,F,839.0,M,6209.0,M
4813-248641-0002_909-131044-0009_2007-149877-0055,4813.0,M,909.0,M,2007.0,F
5463-39173-0031_254-12312-0012_8580-287363-0025,5463.0,M,254.0,M,8580.0,M
7059-77900-0031_1963-142393-0048_302-123516-0020,7059.0,F,1963.0,F,302.0,F
1235-135884-0008_322-124147-0059_5678-43303-0022,1235.0,M,322.0,F,5678.0,M
4859-29340-0039_78-368-0014_40-222-0052,4859.0,M,78.0,M,40.0,F
6081-41998-0025_229-130880-0002_150-132655-0010,6081.0,M,229.0,M,150.0,F
4051-11218-0007_730-358-0006_2391-145015-0056,4051.0,F,730.0,F,2391.0,F
909-131044-0004_4788-94904-0009_4340-15220-0021,909.0,M,4788.0,M,4340.0,F
2518-154826-0054_1263-141777-0023_1723-141149-0107,2518.0,M,1263.0,F,1723.0,M
4406-16883-0042_6880-216547-0016_4853-29413-0023,4406.0,M,6880.0,M,4853.0,F
3374-298026-0009_5750-35690-0004_2817-142371-0010,3374.0,M,5750.0,M,2817.0,F
6209-34601-0015_1116-137572-0016_5192-19397-0083,6209.0,M,1116.0,F,5192.0,M
5561-41615-0013_8797-294123-0086_226-131532-0000,5561.0,F,8797.0,M,226.0,F
6078-54013-0048_8465-246940-0005_3857-180923-0027,6078.0,F,8465.0,F,3857.0,M
5652-39938-0004_5104-33406-0025_289-121665-0038,5652.0,F,5104.0,M,289.0,F
2159-179157-0018_2764-36619-0027_7800-283492-0019,2159.0,M,2764.0,F,7800.0,F
1263-141777-0022_2764-36617-0025_4830-25898-0050,1263.0,F,2764.0,F,4830.0,M
6367-65536-0034_27-123349-0045_5703-47212-0025,6367.0,M,27.0,M,5703.0,M
8797-294123-0028_2002-139469-0111_446-123502-0008,8797.0,M,2002.0,M,446.0,M
5390-30096-0022_103-1241-0028_307-127535-0014,5390.0,M,103.0,F,307.0,M
3486-166424-0068_1355-39947-0097_1081-125237-0098,3486.0,M,1355.0,M,1081.0,M
4051-11218-0025_3436-172162-0005_5652-39938-0033,4051.0,F,3436.0,M,5652.0,F
4088-158077-0009_226-122538-0006_7511-102420-0002,4088.0,F,226.0,F,7511.0,F
1963-142776-0009_4853-29413-0021_332-128985-0071,1963.0,F,4853.0,F,332.0,M
5192-19396-0015_445-123857-0012_125-121342-0027,5192.0,M,445.0,M,125.0,F
481-123720-0084_302-123504-0025_6818-76332-0002,481.0,M,302.0,F,6818.0,F
1235-135887-0027_4397-15668-0023_7447-91186-0038,1235.0,M,4397.0,M,7447.0,M
2436-2481-0031_5789-70653-0010_403-128339-0007,2436.0,M,5789.0,F,403.0,F
5750-100289-0036_1624-168623-0005_5339-14134-0058,5750.0,M,1624.0,M,5339.0,F
211-122442-0050_1841-159771-0022_3607-135982-0030,211.0,F,1841.0,F,3607.0,M
8108-274318-0044_8063-274115-0030_4297-13009-0011,8108.0,M,8063.0,M,4297.0,F
1963-147036-0034_412-126975-0064_322-124147-0013,1963.0,F,412.0,M,322.0,F
5456-62014-0004_1246-124548-0018_2514-149482-0091,5456.0,M,1246.0,F,2514.0,M
6437-66173-0036_2182-150130-0008_7278-104730-0003,6437.0,M,2182.0,F,7278.0,M
1743-142914-0007_322-124147-0048_5808-54425-0003,1743.0,M,322.0,F,5808.0,M
6064-300880-0001_3526-176653-0027_8014-112602-0030,6064.0,F,3526.0,F,8014.0,F
289-121665-0021_8238-274553-0062_3168-173565-0030,289.0,F,8238.0,F,3168.0,M
8630-305212-0039_8014-280382-0003_7794-295947-0031,8630.0,M,8014.0,F,7794.0,F
3607-135982-0016_1455-134435-0008_446-123502-0028,3607.0,M,1455.0,M,446.0,M
27-123349-0051_6209-34600-0005_2002-139469-0027,27.0,M,6209.0,M,2002.0,M
7447-91187-0014_4362-15663-0007_7505-258958-0014,7447.0,M,4362.0,F,7505.0,M
39-121914-0001_1502-122619-0070_125-121124-0009,39.0,F,1502.0,F,125.0,F
3830-12531-0028_7635-105409-0008_6848-252323-0027,3830.0,M,7635.0,F,6848.0,M
4195-17507-0017_2952-410-0059_4680-16042-0023,4195.0,F,2952.0,M,4680.0,F
8425-287387-0015_4680-16026-0004_8975-270782-0028,8425.0,M,4680.0,F,8975.0,F
441-128982-0014_7517-100437-0016_6880-216547-0069,441.0,F,7517.0,F,6880.0,M
7278-91083-0022_909-131041-0029_1088-134315-0000,7278.0,M,909.0,M,1088.0,F
7059-77900-0019_83-11691-0004_8051-119902-0013,7059.0,F,83.0,F,8051.0,F
3723-171115-0051_5163-39921-0006_1116-132847-0004,3723.0,M,5163.0,F,1116.0,F
4859-26870-0011_6880-216547-0037_4788-294466-0020,4859.0,M,6880.0,M,4788.0,M
3807-4955-0033_289-121665-0024_7402-90848-0011,3807.0,M,289.0,F,7402.0,M
696-92939-0034_4088-158077-0093_1867-154071-0019,696.0,F,4088.0,F,1867.0,M
3830-12531-0020_5463-39173-0022_2518-154825-0007,3830.0,M,5463.0,M,2518.0,M
1502-122619-0081_1970-26100-0003_6367-74004-0015,1502.0,F,1970.0,F,6367.0,M
6818-76332-0032_8770-295465-0007_1098-133695-0026,6818.0,F,8770.0,M,1098.0,F
4362-15663-0023_8088-284756-0088_4898-20016-0006,4362.0,F,8088.0,M,4898.0,M
1363-135842-0014_8747-293952-0072_8312-279790-0025,1363.0,F,8747.0,M,8312.0,F
8975-270782-0050_6385-34669-0010_8051-119902-0012,8975.0,F,6385.0,F,8051.0,F
3242-8112-0039_5678-43302-0028_3168-173564-0021,3242.0,M,5678.0,M,3168.0,M
7148-82991-0006_3374-298032-0003_730-360-0006,7148.0,F,3374.0,M,730.0,F
669-129061-0072_226-131533-0014_7447-91187-0055,669.0,F,226.0,F,7447.0,M
254-145458-0020_3983-5371-0013_2893-139322-0032,254.0,M,3983.0,F,2893.0,M
6415-116629-0023_2843-152918-0084_6476-96661-0024,6415.0,F,2843.0,M,6476.0,F
6019-3185-0011_4680-16041-0009_887-123289-0033,6019.0,M,4680.0,F,887.0,F
3830-12535-0007_730-360-0015_150-126107-0011,3830.0,M,730.0,F,150.0,F
1970-28415-0016_1034-121119-0084_3947-13260-0010,1970.0,F,1034.0,M,3947.0,F
7264-92310-0020_7517-100437-0026_5678-43302-0005,7264.0,M,7517.0,F,5678.0,M
1455-138263-0011_8051-295385-0036_1246-124548-0026,1455.0,M,8051.0,F,1246.0,F
1040-133433-0012_6019-3185-0076_1926-147979-0019,1040.0,M,6019.0,M,1926.0,F
6836-61803-0025_412-126975-0019_5678-43301-0016,6836.0,M,412.0,M,5678.0,M
233-134440-0019_1081-125237-0002_7517-100437-0024,233.0,M,1081.0,M,7517.0,F
4267-78186-0006_302-123516-0023_5393-19219-0022,4267.0,M,302.0,F,5393.0,F
1235-135883-0017_7302-86814-0012_5561-41616-0012,1235.0,M,7302.0,F,5561.0,F
730-359-0050_6081-42010-0008_6415-116629-0018,730.0,F,6081.0,M,6415.0,F
3374-298025-0001_2182-181183-0032_3857-182317-0031,3374.0,M,2182.0,F,3857.0,M
6209-34599-0027_6529-62556-0005_6064-56168-0007,6209.0,M,6529.0,M,6064.0,F
3830-12535-0021_3723-171115-0055_3947-13260-0049,3830.0,M,3723.0,M,3947.0,F
4018-107338-0005_5322-7679-0013_201-127786-0001,4018.0,M,5322.0,M,201.0,M
6415-116629-0035_8095-274346-0052_481-123720-0085,6415.0,F,8095.0,M,481.0,M
3436-172162-0038_2391-145015-0047_4481-17498-0004,3436.0,M,2391.0,F,4481.0,F
4830-25898-0029_2416-152137-0028_1263-138246-0016,4830.0,M,2416.0,F,1263.0,F
7367-86737-0086_1594-135914-0088_118-47824-0058,7367.0,M,1594.0,M,118.0,M
19-227-0007_5192-19397-0045_4813-248638-0035,19.0,F,5192.0,M,4813.0,M
1081-128618-0008_831-130746-0019_1246-135815-0022,1081.0,M,831.0,M,1246.0,F
4898-28461-0044_4397-15666-0002_248-130652-0007,4898.0,M,4397.0,M,248.0,F
5390-30096-0016_911-130578-0016_2893-139322-0015,5390.0,M,911.0,M,2893.0,M
4014-186179-0017_1624-142933-0003_196-122150-0011,4014.0,M,1624.0,M,196.0,M
89-219-0046_2989-138035-0076_7402-90848-0012,89.0,F,2989.0,F,7402.0,M
3807-4923-0006_4640-19187-0030_2159-179154-0006,3807.0,M,4640.0,F,2159.0,M
5163-39921-0011_8063-274116-0021_6925-80680-0042,5163.0,F,8063.0,M,6925.0,M
4297-13009-0043_8095-274345-0011_7312-92432-0024,4297.0,F,8095.0,M,7312.0,M
730-358-0032_40-222-0025_403-126855-0029,730.0,F,40.0,F,403.0,F
2182-181173-0009_6880-216547-0049_1898-145724-0029,2182.0,F,6880.0,M,1898.0,F
2384-152900-0056_1723-141149-0097_78-369-0037,2384.0,M,1723.0,M,78.0,M
7264-92310-0001_39-121916-0014_254-12312-0018,7264.0,M,39.0,F,254.0,M
3723-171115-0036_5022-29405-0012_911-128684-0019,3723.0,M,5022.0,F,911.0,M
6078-54013-0037_78-368-0015_307-127540-0021,6078.0,F,78.0,M,307.0,M
3723-171115-0045_5390-24512-0001_1034-121119-0040,3723.0,M,5390.0,M,1034.0,M
1081-125237-0045_8324-286682-0044_8975-270782-0020,1081.0,M,8324.0,F,8975.0,F
8797-294123-0001_3168-173565-0047_4441-76250-0022,8797.0,M,3168.0,M,4441.0,M
60-121082-0060_4640-19188-0018_7447-91187-0034,60.0,M,4640.0,F,7447.0,M
3699-47246-0030_3664-178355-0034_4640-19189-0036,3699.0,M,3664.0,M,4640.0,F
696-92939-0006_1926-147987-0007_625-132118-0041,696.0,F,1926.0,F,625.0,M
5789-70653-0029_1363-139304-0044_1867-154071-0009,5789.0,F,1363.0,F,1867.0,M
587-54108-0009_8324-286682-0019_4088-158079-0017,587.0,F,8324.0,F,4088.0,F
7059-88364-0018_27-124992-0003_1970-28415-0021,7059.0,F,27.0,M,1970.0,F
7302-86815-0048_1970-28415-0034_7264-92310-0030,7302.0,F,1970.0,F,7264.0,M
6476-96661-0003_3699-175950-0004_5104-33407-0022,6476.0,F,3699.0,M,5104.0,M
3259-158083-0031_2764-36617-0035_1098-133695-0007,3259.0,F,2764.0,F,1098.0,F
4481-17499-0032_1970-28415-0026_8324-286682-0030,4481.0,F,1970.0,F,8324.0,F
89-219-0060_233-155990-0014_1069-133699-0026,89.0,F,233.0,M,1069.0,F
6476-57446-0011_1992-141719-0051_7780-274562-0104,6476.0,F,1992.0,F,7780.0,F
5808-54425-0052_4680-16026-0030_60-121082-0049,5808.0,M,4680.0,F,60.0,M
3983-5331-0037_4051-11218-0037_7635-105661-0010,3983.0,F,4051.0,F,7635.0,F
7505-258958-0025_4680-16026-0020_7148-59157-0012,7505.0,M,4680.0,F,7148.0,F
4195-186238-0015_4214-7146-0079_1363-139304-0032,4195.0,F,4214.0,F,1363.0,F
8098-278252-0018_6836-61803-0015_8425-246962-0020,8098.0,M,6836.0,M,8425.0,M
5808-48608-0019_5049-25947-0023_1183-128659-0008,5808.0,M,5049.0,M,1183.0,F
1743-142912-0021_8123-275216-0026_1594-135914-0040,1743.0,M,8123.0,F,1594.0,M
1553-140048-0003_5339-14133-0056_5789-70653-0001,1553.0,F,5339.0,F,5789.0,F
839-130898-0002_4859-29340-0000_1116-132847-0024,839.0,M,4859.0,M,1116.0,F
8838-298545-0000_4195-186236-0021_307-127539-0032,8838.0,M,4195.0,F,307.0,M
4214-7146-0015_426-122822-0034_1081-125237-0072,4214.0,F,426.0,F,1081.0,M
7264-92310-0008_3259-158083-0006_1246-124550-0008,7264.0,M,3259.0,F,1246.0,F
196-122150-0025_5339-14134-0034_78-369-0027,196.0,M,5339.0,F,78.0,M
1355-39947-0035_2182-181183-0035_4160-11550-0004,1355.0,M,2182.0,F,4160.0,F
1040-133433-0061_8425-291444-0013_3982-182255-0041,1040.0,M,8425.0,M,3982.0,F
8629-261140-0016_7517-100429-0018_8051-119902-0018,8629.0,M,7517.0,F,8051.0,F
8425-292520-0004_5104-33406-0018_1841-159771-0028,8425.0,M,5104.0,M,1841.0,F
6848-76049-0004_6880-216547-0055_87-121553-0025,6848.0,M,6880.0,M,87.0,F
5561-41615-0031_8425-292520-0007_5192-19397-0070,5561.0,F,8425.0,M,5192.0,M
7780-274562-0005_3486-166424-0008_1455-134435-0035,7780.0,F,3486.0,M,1455.0,M
7800-283492-0006_211-122442-0071_8098-275181-0004,7800.0,F,211.0,F,8098.0,M
460-172359-0046_6529-62554-0017_32-4137-0040,460.0,M,6529.0,M,32.0,F
6437-66173-0023_1116-132851-0022_1624-168623-0042,6437.0,M,1116.0,F,1624.0,M
6367-65536-0007_625-132112-0030_5022-29405-0010,6367.0,M,625.0,M,5022.0,F
1088-134318-0019_8312-279790-0011_909-131044-0006,1088.0,F,8312.0,F,909.0,M
4051-11218-0009_3699-19402-0014_4406-16883-0039,4051.0,F,3699.0,M,4406.0,M
1334-135589-0048_7367-86737-0084_8770-295465-0034,1334.0,M,7367.0,M,8770.0,M
1723-141149-0087_1183-133256-0017_19-198-0021,1723.0,M,1183.0,F,19.0,F
7264-92316-0003_3807-4955-0014_6476-96661-0000,7264.0,M,3807.0,M,6476.0,F
8770-295465-0036_4137-11702-0033_5192-19396-0005,8770.0,M,4137.0,F,5192.0,M
3879-174923-0012_298-126791-0022_19-227-0045,3879.0,F,298.0,F,19.0,F
1455-134435-0001_7278-246956-0013_5322-7680-0022,1455.0,M,7278.0,M,5322.0,M
2384-152900-0046_1455-134435-0064_7800-283493-0000,2384.0,M,1455.0,M,7800.0,F
5104-33406-0042_1624-142933-0039_8747-293952-0021,5104.0,M,1624.0,M,8747.0,M
460-172359-0062_8014-112602-0003_8324-286681-0015,460.0,M,8014.0,F,8324.0,F
5750-35690-0023_8770-295465-0009_3723-171631-0012,5750.0,M,8770.0,M,3723.0,M
6078-54013-0045_4018-107338-0027_8014-112586-0001,6078.0,F,4018.0,M,8014.0,F
1624-142933-0044_8629-261139-0069_6147-34606-0002,1624.0,M,8629.0,M,6147.0,F
5678-43302-0001_4640-19189-0019_441-128988-0005,5678.0,M,4640.0,F,441.0,F
6563-285357-0044_3259-158083-0084_4859-22176-0013,6563.0,M,3259.0,F,4859.0,M
5022-29411-0021_7367-86737-0012_4481-17499-0018,5022.0,F,7367.0,M,4481.0,F
1926-147979-0007_6147-34607-0027_5339-14134-0013,1926.0,F,6147.0,F,5339.0,F
1098-133695-0021_3112-9554-0018_7278-91083-0027,1098.0,F,3112.0,F,7278.0,M
311-124404-0059_6415-100596-0002_6209-34599-0038,311.0,M,6415.0,F,6209.0,M
2952-410-0046_78-368-0031_6019-3185-0092,2952.0,M,78.0,M,6019.0,M
7226-86965-0041_7367-86737-0102_3947-13260-0032,7226.0,M,7367.0,M,3947.0,F
4214-7146-0061_39-121915-0028_6367-74004-0025,4214.0,F,39.0,F,6367.0,M
1246-135815-0004_298-126790-0032_1970-10594-0043,1246.0,F,298.0,F,1970.0,F
78-369-0034_4830-25904-0032_6836-76549-0001,78.0,M,4830.0,M,6836.0,M
1235-135884-0018_6367-65536-0010_481-123720-0006,1235.0,M,6367.0,M,481.0,M
125-121342-0043_1970-10594-0007_2136-5140-0008,125.0,F,1970.0,F,2136.0,M
2952-407-0017_831-130746-0031_7447-91187-0056,2952.0,M,831.0,M,7447.0,M
125-121124-0027_7859-102518-0020_3807-4923-0028,125.0,F,7859.0,F,3807.0,M
1040-133433-0037_5322-7678-0000_1963-142393-0001,1040.0,M,5322.0,M,1963.0,F
254-127705-0027_1926-143879-0005_7780-274562-0050,254.0,M,1926.0,F,7780.0,F
163-122947-0021_6078-54007-0013_3486-166424-0000,163.0,M,6078.0,F,3486.0,M
7226-86964-0017_1502-122615-0008_7302-86815-0084,7226.0,M,1502.0,F,7302.0,F
1926-147979-0050_87-121553-0042_2092-145706-0081,1926.0,F,87.0,F,2092.0,F
8088-284756-0062_1963-142393-0051_196-122152-0003,8088.0,M,1963.0,F,196.0,M
2136-5143-0029_250-142276-0037_1363-139304-0003,2136.0,M,250.0,F,1363.0,F
7800-283493-0001_3240-131231-0032_4340-15220-0046,7800.0,F,3240.0,M,4340.0,F
1455-138263-0039_1363-139304-0029_2092-145709-0000,1455.0,M,1363.0,F,2092.0,F
4441-76263-0039_1447-130551-0008_5339-14134-0077,4441.0,M,1447.0,F,5339.0,F
6531-61334-0007_3374-298032-0019_248-130697-0035,6531.0,F,3374.0,M,248.0,F
412-126975-0034_89-218-0021_8108-280359-0004,412.0,M,89.0,F,8108.0,M
8975-270782-0067_1081-125237-0051_4680-16026-0006,8975.0,F,1081.0,M,4680.0,F
445-123857-0009_403-216-0003_7278-91083-0036,445.0,M,403.0,F,7278.0,M
3982-182255-0007_8324-286682-0021_39-121914-0021,3982.0,F,8324.0,F,39.0,F
4051-11218-0011_3982-178459-0031_4397-15668-0029,4051.0,F,3982.0,F,4397.0,M
2289-152254-0022_6848-252323-0019_7402-90848-0049,2289.0,M,6848.0,M,7402.0,M
2514-149482-0018_7859-102521-0010_2989-138028-0066,2514.0,M,7859.0,F,2989.0,F
250-142276-0043_8324-286683-0031_6437-66172-0032,250.0,F,8324.0,F,6437.0,M
8108-274318-0036_2002-139469-0021_6078-54013-0078,8108.0,M,2002.0,M,6078.0,F
1624-168623-0035_298-126791-0044_3240-131231-0006,1624.0,M,298.0,F,3240.0,M
125-121124-0024_5022-29411-0055_26-495-0075,125.0,F,5022.0,F,26.0,M
3240-131232-0030_1183-133256-0009_8014-112602-0013,3240.0,M,1183.0,F,8014.0,F
7178-34645-0021_2002-139469-0055_8108-280354-0015,7178.0,F,2002.0,M,8108.0,M
426-122821-0042_3259-158083-0102_412-126975-0072,426.0,F,3259.0,F,412.0,M
6476-57446-0081_5750-100289-0055_103-1240-0015,6476.0,F,5750.0,M,103.0,F
5789-57158-0022_5339-14133-0053_6367-65536-0030,5789.0,F,5339.0,F,6367.0,M
8468-286673-0009_8580-287364-0030_6848-252323-0040,8468.0,F,8580.0,M,6848.0,M
